mal_id,title_hint,type,status,airing,score,scored_by,members,popularity,season,year,endpoint,page,accepted_by_project_rules,acceptance_reason,source
62048,Mao,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
61269,Digimon Beatbreak,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
8687,Doraemon 2005,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
50250,Chiikawa,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
2406,Sazae-san,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62981,Kami no Shizuku,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
6149,Chibi Maruko-chan 1995,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
1199,Nintama Rantarou,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
56566,Beyblade X,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63042,Meitantei Precure,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
60534,Koupen-chan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
1960,Sore Ike Anpanman,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
32353,Bonobono TV 2016,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
50418,Ninjala TV,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
48442,Shikaru Neko,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
60153,Rilakkuma,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63964,Cheongchun Blossom  Uliui Bom,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
4459,Ojarumaru,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
42295,Fushigi Dagashiya  Zenitendou,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
