staff_name,staff_id_anilist,staff_favorites_mal,staff_favorites_anilist,staff_favorites,anime_count,original_creator_count,director_count,original_character_design_count,staff_roles,anime_ids,anime_titles
"Takahashi, Tooru",118605,0,1,1,2,0,2,0,Director,1018|20457,"Majutsushi Orphen: Revenge|Inari, Konkon, Koi Iroha."
"Tsujimoto, Takanori",119430,1,0,1,2,0,2,0,Director,31853|60273,Biohazard: Vendetta|Hypnosis Mic: Division Rap Battle Movie
"Ichimura, Tetsuo",119767,1,1,1,2,0,2,0,Director,24531|31764,Ane Log: Moyako Neesan no Tomaranai Monologue|Nejimaki Seirei Senki: Tenkyou no Alderamin
"Mimura, Atsushi",121303,0,1,1,2,0,2,0,Director,41780|41781,BanG Dream! Movie: Episode of Roselia - I: Yakusoku|BanG Dream! Movie: Episode of Roselia - II: Song I Am.
"Satou, Koudai",123985,0,1,1,2,0,2,0,Director,35681|54330,Engimon|Koneko no Haitatsuin Uunyan
"Sutou, Norihiko",125065,0,1,1,2,0,2,0,Director,289|37395,Comic Party|Zoids Wild
"Kanno, Chiaki",128713,0,1,1,2,0,2,0,Director,38217|39380,"Wei, Kanjian Erduo La!|Wei, Kanjian Erduo La! 2"
"Kashima, Norio",130749,0,1,1,2,0,2,0,Director,1803|18827,Dirty Pair: Lovely Angels yori Ai wo Komete|Hello Kitty: Mahou no Mori no Ohimesama
"Tomobuki, Ami",133921,1,0,1,2,0,2,0,Director,2414|3101,Assemble Insert|F-Zero: Falcon Densetsu
"Kawasaki, Kenji",140554,1,1,1,2,0,2,0,Director,39872|40164,Chiruri|Hana (2006)
"Kudou, Shun",144273,0,1,1,2,0,2,0,Director,40335|56189,Kimi dake ni Motetainda.|Grendizer U
"Nakauchi, Yukie",146390,0,1,1,2,0,2,0,Director,40816|40817,Zenbu Wakatteru|I'm Here
"Fukase, Shige",146861,0,1,1,2,0,2,0,Director,51495|56461,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei|Hamidashi Creative
"Yasumura, Ryou",147152,0,1,1,2,0,2,0,Director,3110|8233,Kaze no Naka no Shoujo: Kinpatsu no Jeanie|Genji
"Yano, Takanori",147697,1,1,1,2,0,2,0,Director,39049|42994,Jashin-chan Dropkick'|Jashin-chan Dropkick X
"Fukui, Youhei",148181,0,1,1,2,0,2,0,Director,53924|61339,Jibaku Shounen Hanako-kun 2|Jibaku Shounen Hanako-kun 2 Part 2
"Fukuda, Jun",149372,1,0,1,2,0,2,0,Director,2479|17989,Dragon Knight|Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong
"Oku, Shutaro",149385,1,0,1,2,0,2,0,Director,6182|6266,Maihime|Joseito
"Qian, Jiajun",149525,0,1,1,2,0,2,0,Director,9951|30886,Jiu Se Lu|Mu Di
"Yotsuji, Takao",149841,0,1,1,2,0,2,0,Director,4244|10965,Ginga Shippuu Sasuraiger|Kagaku Bouken-tai Tansar 5
"Ichinose, Hiroco",150235,0,1,1,2,0,2,0,Director,7939|36157,Animation!|Zettai 15-byou Animation!
"Aoyagi, Hironori",151512,0,1,1,2,0,2,0,Director,31378|37740,Owari no Seraph: Kyuuketsuki Shahar|Bai Ye Ling Long
"Takahashi, Tomoya",153857,0,1,1,2,0,2,0,Director,51716|60401,Bishoujo Senshi Sailor Moon Cosmos Movie|Uchuujin MuuMuu
"Konaka, Kazuya",155624,1,0,1,2,0,2,0,Director,971|3490,Astro Boy: Tetsuwan Atom|Rayca
"Kotake, Ayumu",155776,0,1,1,2,0,2,0,Director,53723|60531,Acro Trip|Bukiyou na Senpai.
Renlang,155840,0,1,1,2,0,2,0,Director,39760|40194,Bai Niao Gu|Kung Fu Liaoli Niang
"Sogabe, Takashi",156577,0,1,1,2,0,2,0,Director,1900|3218,Twin Signal: Family Game|Saiyuuki (OVA)
"Li, Shujie",156835,0,1,1,2,0,2,0,Director,33195|33350,Shi Wan Ge Leng Xiaohua Movie 1|Zhen Hun Jie
"Lu, Hengyu",156836,0,1,1,2,0,2,0,Director,33195|33350,Shi Wan Ge Leng Xiaohua Movie 1|Zhen Hun Jie
"Asami, Takashi",158862,1,0,1,2,0,2,0,Director,52934|54013,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu|Tenchi Muyou! GXP: Paradise Shidou-hen"
"Im, Ga-Hui",176752,0,1,1,2,0,2,0,Director,39674|50284,Gundam vs Hello Kitty|Technoroid: Overmind
"Okumura, Yuuko",185879,0,1,1,2,0,2,0,Director,61272|62676,PetitCure: Precure Fairies|PetitCure: Precure Fairies Season 2
"Nishida, Kenichi",193398,0,1,1,2,0,2,0,Director,2501|58445,"Papuwa|Sayounara Ryuusei, Konnichiwa Jinsei"
"Suzuki, Masato",195697,0,1,1,2,0,2,0,Director,54722|62076,Mahou Shoujo ni Akogarete|Super no Ura de Yani Suu Futari
"Tanabe, Shingo",199328,1,0,1,2,0,2,0,Director,52830|55842,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta|Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru"
"Kitamura, Masaki",207431,0,1,1,2,0,2,0,Director,56425|57102,Houkago Shounen Hanako-kun|Houkago Shounen Hanako-kun Part 2
"Kobayashi, Masahito",219191,0,1,1,2,0,2,0,Director,35777|43694,Rilakkuma to Kaoru-san|Rilakkuma to Yuuenchi
"Ooyama, Takashi",222061,0,1,1,2,0,2,0,Director,17745|24453,Kakushi Dere|Fetikano!
Busifan,230563,0,1,1,2,0,2,0,Director,36661|39760,Dahufa|Bai Niao Gu
"Minoguchi, Katsumi",233094,1,1,1,2,0,2,0,Director,1216|3010,Boku wa Konomama Kaeranai|Kaiketsu Zorro
"Wang, Yunting",238684,0,1,1,2,0,2,0,Director,33755|61625,Ma Shen|Xian Chong
"Zhong, Ming",248319,0,1,1,2,0,2,0,Director,37292|51190,Fei Ren Zai|Fei Ren Zai: Shenxian Ye Ai Chi
"Hoshino, Misuzu",249551,0,1,1,2,0,2,0,Director,51837|53421,Saikin Yatotta Maid ga Ayashii|Dosanko Gal wa Namara Menkoi
"Manabiheya, Team",250728,0,1,1,2,0,2,0,Director,1858|3219,Gakuen Utopia Manabi Straight!|Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!
"Okamura, Kawai +",264993,0,1,1,2,0,2,0,Director,28955|45582,Columbos|Ficfyon7
"Takekiyo, Hitoshi",267344,1,1,1,2,0,2,0,Director,13935|51304,Houkago Midnighters|FLCL: Grunge
"Jeon, Jinkyu",270345,0,1,1,2,0,2,0,Director,52856|53682,Shi no Shounin|Sangsil-ui Jib
"Yamashita, Nobuhiro",294015,0,1,1,2,0,2,0,Director,38674|54603,Higashi Asia Bunka Toshi 2019 Toshima|Bakeneko Anzu-chan
"Takeda, Mutsumi",313809,0,1,1,2,0,2,0,Director,44081|60162,B-Project: Netsuretsu*Love Call|Akujiki Reijou to Kyouketsu Koushaku
"Oogawara, Haruo",103192,1,1,1,1,0,1,0,Director,34312,Saimin Class
"Yoshida, Kenji",104807,1,0,1,1,0,1,0,Director,4138,Chiisana Penguin Lolo no Bouken
"Yamada, Makoto",105143,1,1,1,1,0,1,0,Director,8337,Shoka
"Sakurai, Tsukasa",105263,0,1,1,1,0,1,0,Director,48589,Ryuusatsu no Kyoukotsu
"Kodera, Katsuyuki",105366,0,1,1,1,0,1,0,Director,1508,Sci-Fi Harry
"Takagi, Jun",107538,1,1,1,1,0,1,0,Director,332,Dokidoki♡Densetsu: Mahoujin Guruguru
"Iino, Toshiaki",110937,1,0,1,1,0,1,0,Director,838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko
"Maniwa, Hideaki",111683,1,1,1,1,0,1,0,Director,33669,Cure Miracle to Mofurun no Mahou Lesson
"Inoue, Osamu",114013,0,1,1,1,0,1,0,Director,7482,"Yume kara, Samenai"
"Oomiya, Saburou",114329,1,1,1,1,0,1,0,Director,262,Happy☆Lesson The Final
"Ishiguro, Megumu",115410,1,0,1,1,0,1,0,Director,1221,Demashita! Powerpuff Girls Z
"Shingo, Asai",115893,1,0,1,1,0,1,0,Director,42717,Kaeru no Pickles: Kimochi no Iro
"Yu, Ya-Ting",116175,0,1,1,1,0,1,0,Director,54544,Out of Sight
"Douyama, Takumi",120140,0,1,1,1,0,1,0,Director,52318,Doraemon Movie 42: Nobita to Sora no Utopia
"Yusa, Kazushige",124674,1,0,1,1,0,1,0,Director,40040,Odoru Mowai-kun
"Minami, Yasuhiro",127385,0,1,1,1,0,1,0,Director,60781,Alma-chan wa Kazoku ni Naritai
"Shibata, Akihisa",128162,1,0,1,1,0,1,0,Director,36885,Saenai Heroine no Sodatekata Fine
"Koizumi, Kenzou",129525,1,0,1,1,0,1,0,Director,9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo
"Ishikawa, Taketomo",131501,0,1,1,1,0,1,0,Director,39620,Hakata Mentai! Pirikarako-chan
"Son, Seung-Hui",131677,0,1,1,1,0,1,0,Director,40763,Show By Rock!! Mashumairesh!!
"Takahashi, Jun",132775,1,1,1,1,0,1,0,Director,24873,Juuou Mujin no Fafnir
"Shiraishi, Keiko",132809,0,1,1,1,0,1,0,Director,50914,Kakurenbo (2012)
"Shirai, Takana",132965,0,1,1,1,0,1,0,Director,41877,Kamiarizuki no Kodomo
"Orikasa, Ryou",133563,0,1,1,1,0,1,0,Director,33318,Scripta Volant
"Oonishi, Keisuke",133632,0,1,1,1,0,1,0,Director,57944,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki"
Pyapya,133836,0,1,1,1,0,1,0,Director,8339,Kachou no Koi
"Shimizu, Akira",134783,1,1,1,1,0,1,0,Director,22617,Pochacco no Wakuwaku Birthday
"Kamimura, Osamu",135168,1,0,1,1,0,1,0,Director,4688,Minna Agechau♡
"Yabe, Akinori",135341,1,0,1,1,0,1,0,Director,520,Marmalade Boy Movie
"Yoshimura, Nanami",135408,1,0,1,1,0,1,0,Director,31439,Wagamama High Spec
"Kuroda, Narumi",135610,0,1,1,1,0,1,0,Director,15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!
"Mizui, Kakeru",135641,1,0,1,1,0,1,0,Director,39220,Wormy
"Tsurii, Shougo",136206,0,1,1,1,0,1,0,Director,56588,Ochibi-san
"Ide, Keisuke",137136,1,0,1,1,0,1,0,Director,39574,Levius
"Satou, Kaichi",138525,0,1,1,1,0,1,0,Director,38017,Yuukai Anna
"Ferreira, Christophe",138584,1,0,1,1,0,1,0,Director,59005,Leviathan
"Chiba, Daisuke",140352,1,0,1,1,0,1,0,Director,671,Lemon Angel Project
"Kitagawa, Masato",140605,1,0,1,1,0,1,0,Director,35033,Sam to Chip no wa Hachamecha Dai Race
"Takeshita, Kenichi",142497,0,1,1,1,0,1,0,Director,2356,Amon: Devilman Mokushiroku
"Numata, Yuu",142774,1,0,1,1,0,1,0,Director,32309,Tabi Machi Late Show
"Tomoda, Masaharu",143526,0,1,1,1,0,1,0,Director,3402,Sexy Sailor Soldiers
"Ooshiro, Ryousuke",143974,0,1,1,1,0,1,0,Director,35706,Akichi Asobi: Playground
"Kurotsuguchi, Narue",145641,1,0,1,1,0,1,0,Director,10327,Cosplay Roshutsu Kenkyuukai
"Kitajima, Nobuyuki",145969,1,0,1,1,0,1,0,Director,12259,Mikeneko Holmes no Yuurei Joushu
"Kusaka, Naoyoshi",147793,0,1,1,1,0,1,0,Director,2702,Bakukyuu Renpatsu!! Super B-Daman
"Matsuzawa, Kenichi",147911,0,1,1,1,0,1,0,Director,56538,Kimi ni Todoke 3rd Season
"Kuji, Gorou",148559,1,0,1,1,0,1,0,Director,50392,Mato Seihei no Slave
"Yasuda, Yoshitaka",148657,0,1,1,1,0,1,0,Director,44387,Sankaku Mado no Sotogawa wa Yoru
"Yabana, Kaoru",149117,1,0,1,1,0,1,0,Director,56854,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga
"Hoshikawa, Takafumi",149462,1,0,1,1,0,1,0,Director,259,Happy☆Lesson
"Yamauchi, Tomio",149840,0,1,1,1,0,1,0,Director,1027,Psychic Force
"Hu, Jinqing",149949,0,1,1,1,0,1,0,Director,21081,Yu Bang Xiang Zheng
"Joukou, Tomoyoshi",150234,1,0,1,1,0,1,0,Director,7939,Animation!
"Kurosaki, Gou",150552,1,0,1,1,0,1,0,Director,38440,Shikizakura
"Kishi, Kaisei",150560,1,0,1,1,0,1,0,Director,6809,Toshi Densetsu Monogatari Hikiko
"Shiraishi, Tatsuya",151509,1,1,1,1,0,1,0,Director,50869,Kami wa Game ni Ueteiru.
"Ishizaki, Susumu",153356,1,0,1,1,0,1,0,Director,8829,Shounen Ashibe (TV)
"Iwase, Kaori",153677,1,0,1,1,0,1,0,Director,37923,Baa-cha no Kingyo
"Ochi, Hiroyuki",153684,0,1,1,1,0,1,0,Director,1079,Armitage III
"Sasaki, Noriyo",154059,0,1,1,1,0,1,0,Director,6496,Cutie Honey F Movie
"Hirai, Akane",154738,0,1,1,1,0,1,0,Director,41374,Anklet to Aoi Umi
"Hirota, Yuusuke",155331,0,1,1,1,0,1,0,Director,35609,Entotsu Machi no Poupelle
"Nonaka, Ato",155368,0,1,1,1,0,1,0,Director,58811,Tougen Anki
"Kamijou, Osamu",155388,1,0,1,1,0,1,0,Director,1341,Violence Jack: Harem Bomber-hen
"Hirakawa, Takamitsu",155402,1,0,1,1,0,1,0,Director,43767,Night Head 2041
"Monma, Kazuya",157698,1,0,1,1,0,1,0,Director,43763,Cestvs: The Roman Fighter
"Kon, Yoshikazu",159097,0,1,1,1,0,1,0,Director,48470,D_Cide Traumerei the Animation
"Satou, Kazuma",159306,1,0,1,1,0,1,0,Director,38678,Kimi no Matsu Mirai (Basho) e
"Misumi, Yoshiko",159908,0,1,1,1,0,1,0,Director,40474,Googuri Googuri
"Inaba, Daiki",160077,1,0,1,1,0,1,0,Director,33086,Uchuu Neko: Mardock no Bouken
"Ebata, Hiroyuki",160378,1,0,1,1,0,1,0,Director,2318,Dog Soldier
"Kiyama, Mizuki",160530,0,1,1,1,0,1,0,Director,42027,Kujira no Yu
"Yanagihara, Ryouhei",162452,1,1,1,1,0,1,0,Director,29651,Ikedaya Soudou
"Onizuka, Daisuke",167278,0,1,1,1,0,1,0,Director,56588,Ochibi-san
"Kim, Moon-saeng",172628,1,1,1,1,0,1,0,Director,548,Wonderful Days
"Nishiuchi, Toshio",175420,1,0,1,1,0,1,0,Director,36157,Zettai 15-byou Animation!
"Yang, Tingmu",183092,0,1,1,1,0,1,0,Director,52771,Benghuai 3rd: Dong Zhi Jiyi
"Hayashi, Kaori",191729,0,1,1,1,0,1,0,Director,17827,Daitoshokan no Hitsujikai
"Tochihira, Yoshikazu",192082,0,1,1,1,0,1,0,Director,8898,Circuit Angel: Ketsui no Starting Grid
"Kawamura, Masashi",198581,0,1,1,1,0,1,0,Director,55191,Hidari Pilot Film
"Noda, Yasuhiro",199326,0,1,1,1,0,1,0,Director,62401,Ashita no Arika
"Kim, Byung-Gap",209093,0,1,1,1,0,1,0,Director,38923,Sinbi Apartment: Ghost Ball Bimil
"Ogiwara, Takeru",209630,0,1,1,1,0,1,0,Director,49376,Mou Ippon!
"Taketani, Kazuma",214669,1,0,1,1,0,1,0,Director,30948,Kowabon
"Feng, Ming",214885,0,1,1,1,0,1,0,Director,60057,Chao Neng Lifang: Chaofan Pian
"Tsujimura, Umeko",218002,0,1,1,1,0,1,0,Director,33962,Shoujo-tachi no Sadism The Animation
"Nakatani, Gaku",219242,1,0,1,1,0,1,0,Director,36652,Piano no Mori (TV)
"Mimura, Sougetsu",225934,0,1,1,1,0,1,0,Director,8289,Toumei Ningen R
"Suda, Yumiko",225970,1,0,1,1,0,1,0,Director,951,Chibi Maruko-chan
"Ozaki, Genta",232805,0,1,1,1,0,1,0,Director,50846,New Initial D Movie: Battle Digest
"Torii, Hiroyuki",233972,0,1,1,1,0,1,0,Director,19597,Milk House Dreaming: Ai no Shiki
"Suzuki, Akira",235391,1,0,1,1,0,1,0,Director,4934,A.F
"Kawaguchi, Taishi",239620,0,1,1,1,0,1,0,Director,54852,Kikansha no Mahou wa Tokubetsu desu
"Satou, Masahiko",247555,1,0,1,1,0,1,0,Director,4761,Tokyo Loop
"Hsieh, Joe",257173,1,0,1,1,0,1,0,Director,52585,Ye Che
Daiwei,263257,0,1,1,1,0,1,0,Director,58012,Liang Chen You Meng
"Morita, Hiroshi",266489,0,1,1,1,0,1,0,Director,51218,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!
"Kim, Boo-Kyoung",280785,0,1,1,1,0,1,0,Director,6609,Pucca (TV)
"Morino, Aruji",281540,0,1,1,1,0,1,0,Director,1812,Hanoka
"Wang, Lihua",288722,0,1,1,1,0,1,0,Director,50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken
"Xu, Yuan",307148,0,1,1,1,0,1,0,Director,57975,Sewing Love
"Omoya, Hazuki",313512,0,1,1,1,0,1,0,Director,62214,Koisuru One Piece Zenyasai Tokubetsu-hen
"Kiyoji, Nishikura",324187,1,0,1,1,0,1,0,Director,6431,Chameko no Ichinichi
"Suzuki, Satoshi",330997,1,1,1,1,0,1,0,Director,52635,Kami no Tou: Ouji no Kikan
"Ichimura, Satoya",352573,0,1,1,1,0,1,0,Director,58320,Kicks and Punk
"Mizusawa, Naoki",354408,0,1,1,1,0,1,0,Director,53397,Tsuyokute New Saga
"Arimiya, Akari",360747,0,1,1,1,0,1,0,Director,61410,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita Mini Anime Gekijou
"Lao, Ziliang",364858,0,1,1,1,0,1,0,Director,60057,Chao Neng Lifang: Chaofan Pian
"Suzuki, Ryuuya",367588,0,1,1,1,0,1,0,Director,61108,Mumei no Jinsei
"Hu, Yifan",369252,0,1,1,1,0,1,0,Director,60821,Shiye Mowang
PORONG,370662,0,1,1,1,0,1,0,Director,62540,Yonghansonyeo
"Sasahara, Kazuya",391819,1,0,1,1,0,1,0,Director,6280,Cat Shit One
"Saitou, Muneo",106058,0,1,1,9,0,0,9,Original Character Design,1118|1119|1120|1121|1122|1526|2201|4026|11069,Pokemon Movie 03: Kesshoutou no Teiou Entei|Pokemon Movie 04: Celebi Toki wo Koeta Deai|Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios|Pokemon Movie 06: Nanayo no Negaiboshi Jirachi|Pokemon Movie 07: Rekkuu no Houmonsha Deoxys|Pokemon Movie 08: Mew to Hadou no Yuusha Lucario|Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy|Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi|Pokemon: Pikachu no Fushigi na Fushigi na Daibouken
"Tanaka, Miho",151217,0,1,1,6,0,0,6,Original Character Design,19157|34471|37324|39529|40714|48365,Youkai Watch|Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu|Youkai Watch: Shadow Side|Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka|Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu|Youkai Watch ♪
KLabGames,185986,0,1,1,5,0,0,5,Original Character Design,40879|48916|53671|55748|60159,Love Live! Nijigasaki Gakuen School Idol Doukoukai|Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season|Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky|Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen|Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen Part 2
"Okumura, Daigo",185500,1,0,1,4,0,0,4,Original Character Design,5945|24459|39067|42832,Element Hunters|Tales of Zestiria: Doushi no Yoake|Tales of the Rays: Everlasting Destiny|Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu
"Oomura, Yuusuke",235187,0,1,1,4,0,0,4,Original Character Design,2201|4026|10740|11069,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy|Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi|Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram|Pokemon: Pikachu no Fushigi na Fushigi na Daibouken
Udajo,106854,1,0,1,3,0,0,3,Original Character Design,15605|22745|25437,Brothers Conflict|Brothers Conflict: Setsubou|Brothers Conflict OVA
"Chayama, Ryuusuke",111455,0,1,1,3,0,0,3,Original Character Design,12477|13429|20903,Sakasama no Patema|Sakasama no Patema: Beginning of the Day|Harmonie
Koucha,145989,0,1,1,3,0,0,3,Original Character Design,1570|6979|9924,Happiness!|Shukufuku no Campanella|Shukufuku no Campanella: La Campanella Della Benedizione
Syugao,159624,0,1,1,3,0,0,3,Original Character Design,50421|54684|58779,Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming|Soushoku Dragon Chokotto|Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming 2nd Season
"Inuzumi, Masaki",160059,1,1,1,3,0,0,3,Original Character Design,18677|20545|28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.|Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA|Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials
"Naitou, Akiko",164842,0,1,1,3,0,0,3,Original Character Design,37178|38804|40880,Kiratto Pri☆chan|Kiratto Pri☆chan Season 2|Kiratto Pri☆chan Season 3
"Takada, Tomomi",165249,0,1,1,3,0,0,3,Original Character Design,55149|57099|60778,Komada Jouryuujo e Youkoso|Na Nare Hana Nare|Fushigi no Kuni de Alice to: Dive in Wonderland
"Fuji, Jun",102059,0,1,1,2,0,0,2,Original Character Design,1601|2267,Red Garden|Red Garden: Dead Girls
Bakutendou,105623,1,0,1,2,0,0,2,Original Character Design,33011|36196,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku|Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season
"Adachi, Keiji",113173,1,0,1,2,0,0,2,Original Character Design,35183|37990,Gurazeni|Gurazeni Season 2
Yamakawa,122156,0,1,1,2,0,0,2,Original Character Design,57380|59561,Isekai Yururi Kikou: Kosodate shinagara Boukensha shimasu|Around 40 Otoko no Isekai Tsuuhan
"Fukuda, Tomonori",122996,1,0,1,2,0,0,2,Original Character Design,13599|34338,Robotics;Notes|Lost Song
Zain,125167,1,0,1,2,0,0,2,Original Character Design,33889|37525,Saredo Tsumibito wa Ryuu to Odoru|Babylon
Torishimo,132776,1,1,1,2,0,0,2,Original Character Design,357|2131,Bokusatsu Tenshi Dokuro-chan|Bokusatsu Tenshi Dokuro-chan 2
"Minazuki, Tooru",142388,0,1,1,2,0,0,2,Original Character Design,472|34208,To Heart|Escha Chron
"Natsuno, Hamuto",160527,1,0,1,2,0,0,2,Original Character Design,32697|33618,Ozmafia!!|Ozmafia!! Special
"Meng, Ruishou",189767,0,1,1,2,0,0,2,Original Character Design,55731|57575,Wu Nao Monu|Wu Nao Monu 2nd Season
"Kanebayashi, You",192323,1,1,1,2,0,0,2,Original Character Design,58275|59458,Duel Masters LOST: Tsuioku no Suishou|Duel Masters LOST: Gekka no Shinigami
"Sonobe, Atsushi",216474,0,1,1,2,0,0,2,Original Character Design,7081|15785,Danball Senki|Inazuma Eleven Go vs. Danball Senki W Movie
Almic,219687,0,1,1,2,0,0,2,Original Character Design,55996|57646,Koi wa Futago de Warikirenai|Mob kara Hajimaru Tansaku Eiyuutan
Norita,246593,0,1,1,2,0,0,2,Original Character Design,49518|51594,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation|Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022)
"Kuroiwa, Yoshihiro",99668,0,1,1,2,0,0,2,Original Character Design,1573|5828,Kishin Douji Zenki|Kishin Douji Zenki Gaiden: Anki Kitan
"King, Gonta",103278,1,1,1,1,0,0,1,Original Character Design,5226,Souten Kouro
"Konno, Takashi",104710,1,0,1,1,0,0,1,Original Character Design,34013,Hagane Orchestra
"Kaneda, Eiji",105264,1,0,1,1,0,0,1,Original Character Design,478,Sousei no Aquarion
"Aoto, Jou",106001,1,0,1,1,0,0,1,Original Character Design,34389,Koro-sensei Quest!
"Okano, Ahiru",106105,0,1,1,1,0,0,1,Original Character Design,5930,Hayou no Tsurugi: Shikkoku no Mashou
"Banjou, Daichi",106713,1,0,1,1,0,0,1,Original Character Design,234,Dan Doh!!
"Takahashi, Chizuru",107475,0,1,1,1,0,0,1,Original Character Design,10029,Coquelicot-zaka kara
"Motoe, Keisuke",109969,0,1,1,1,0,0,1,Original Character Design,52461,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu
Shirou,113043,1,0,1,1,0,0,1,Original Character Design,14479,Mahoutsukai Nara Miso wo Kue!
"Tsujino, Yoshiteru",113809,1,0,1,1,0,0,1,Original Character Design,58502,Zenshuu.
"Kougyoku, Izuki",114693,0,1,1,1,0,0,1,Original Character Design,30091,Chaos Dragon: Sekiryuu Seneki
"Satake, Miho",115148,1,1,1,1,0,0,1,Original Character Design,42143,Aya to Majo
"Yamamoto, Keiji",115851,0,1,1,1,0,0,1,Original Character Design,587,Hanbun no Tsuki ga Noboru Sora
Youko,118698,1,0,1,1,0,0,1,Original Character Design,34549,Ryuu no Haisha
"Amami, Mikihiro",119116,0,1,1,1,0,0,1,Original Character Design,25283,Kuusen Madoushi Kouhosei no Kyoukan
Yuyi,119326,0,1,1,1,0,0,1,Original Character Design,12959,Ojousama☆Yomeiri Kousou!
"Uozumi, Yukiko",120409,1,1,1,1,0,0,1,Original Character Design,34209,Meiji Tokyo Renka
Sasahiro,122715,0,1,1,1,0,0,1,Original Character Design,2394,Ma ga Ochiru Yoru
"Ikawa, Waki",123467,0,1,1,1,0,0,1,Original Character Design,50999,Extreme Hearts
"Yasaka, Akiwo",126443,0,1,1,1,0,0,1,Original Character Design,37992,Jingai-san no Yome
"Hatsuyoshi, Issei",126745,0,1,1,1,0,0,1,Original Character Design,41694,Hataraku Saibou Black
"Yoshizumi, Kazuyuki",132628,1,0,1,1,0,0,1,Original Character Design,5307,Sora wo Kakeru Shoujo
"Aoki, Minami",134630,0,1,1,1,0,0,1,Original Character Design,36737,Real Eroge Situation! The Animation
Yuncha*,134644,0,1,1,1,0,0,1,Original Character Design,35343,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai
"Uyuu, Atsuno",135357,0,1,1,1,0,0,1,Original Character Design,5399,Shuuchuu Chiryou Shitsu
"Ayakaze, Ryuushou",135487,0,1,1,1,0,0,1,Original Character Design,9638,Ore wa Kanojo wo Shinjiteru!
"Saki, Kaoru",137220,0,1,1,1,0,0,1,Original Character Design,39582,Kitsutsuki Tanteidokoro
Kirouran,138522,0,1,1,1,0,0,1,Original Character Design,52359,Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.
"Imakake, Isamu",140797,0,1,1,1,0,0,1,Original Character Design,4929,Next Senki Ehrgeiz
"Onoda, Masahito",145965,1,0,1,1,0,0,1,Original Character Design,31519,Anitore! EX
"Takeuchi, Yukari",146683,0,1,1,1,0,0,1,Original Character Design,44129,Mars Red: Zero Kikan Nippou
Keisin,147032,0,1,1,1,0,0,1,Original Character Design,37828,Bokura no Nanokakan Sensou
Umiharu,149472,1,1,1,1,0,0,1,Original Character Design,59561,Around 40 Otoko no Isekai Tsuuhan
"Kanayama, Akihiro",149478,1,1,1,1,0,0,1,Original Character Design,4411,Mirai Robo Daltanias
"Sakura, Koharu",151057,0,1,1,1,0,0,1,Original Character Design,40148,22/7
"Shui, Tang Li",152317,0,1,1,1,0,0,1,Original Character Design,60821,Shiye Mowang
