character_name,character_id_anilist,character_id_mal,character_favorites_mal,character_favorites_anilist,character_favorites,anime_count,anime_ids,voice_actor_names
"Amemiya, Yuuki",,103863,0,0,0,1,14735,"Mita, Yuuko"
"Amenos, Jeff",,295276,0,0,0,1,9748,"Ikeda, Shuuichi"
Ameonna-sensei,,152660,0,0,0,1,32956,"Hanazawa, Kana"
Amergan,72859,72859,0,0,0,1,2178,"Tomita, Kousei"
Ameriano,140144,99669,0,0,0,1,19117,"Tezuka, Hideaki"
"Ames, Charlie",43580,43580,0,0,0,1,2554,"Muramatsu, Yasuo"
Amesato,,296821,0,0,0,1,41265,"Kurosawa, Tomoyo"
Ametarou,141630,121667,0,0,0,1,307,"Kitamura, Kouichi"
Amethis,,125693,0,0,0,1,6718,"Ichiryuusai, Harumi"
Amethys,222339,,0,0,0,1,6718,"Ichiryuusai, Harumi"
Ametokidokihare-senshu,,279801,0,0,0,1,59689,"Shingaki, Tarusuke"
"Ameya, Ikkuu",,94783,0,0,0,1,34604,"Kakihara, Tetsuya"
"Ameyama, Ryouhei",139290,95177,0,0,0,1,21325,"Itou, Setsuo"
Amiba,,32642,0,0,0,1,17705,"Seki, Tomokazu"
"Amicitia, Clarus",142869,141745,0,0,0,1,33082,"Ginga, Banjou"
"Amicitia, Iris",,152658,0,0,0,1,33080,"Han, Megumi"
Amiel,,280802,0,0,0,1,57888,"Kuno, Misaki"
Amika,386946,282380,0,0,0,1,60254,"Tamura, Yukari"
Amilas,,238878,0,0,0,1,50184,"Inoue, Kazuhiko"
Amimoto,168349,126252,0,0,0,1,21939,"Yara, Yuusaku"
Amin,,219520,0,0,0,1,52865,"Yorita, Natsu"
"Amino, Harue",23204,23204,0,0,0,1,1554,"Oda, Fumi"
Amiris,,243809,0,0,0,1,51648,"Kikuchi, Sayaka"
"Amit, Mayer",325799,,0,0,0,1,73,"Sugou, Takayuki"
Amlet,379198,275341,0,0,0,1,60610,"Ichimura, Masachika"
"Ammann, Karl",,175645,0,0,0,1,2415,"Yuuki, Hiro"
Amnir,,285359,0,0,0,1,48842,"Higashiuchi, Mariko"
Amo,,259449,0,0,0,1,5291,"Konno, Hiromi"
"Amo, Dan",,108497,0,0,0,1,23387,"Nojima, Hirofumi"
"Amoh, Kayin",,11030,0,0,0,1,2462,"Koyasu, Takehito"
Amond,,203918,0,0,0,1,896,"Ginga, Banjou"
"Amonde, Emily",,47485,0,0,0,1,17655,"Endou, Aya"
"Amoretti, Marco",,76206,0,0,0,1,467,"Gouri, Daisuke"
"Amori, Hikaru",,150869,0,0,0,1,34006,"Abe, Atsushi"
Amos,,248187,0,0,0,1,44276,"Okitsu, Kazuyuki"
"Amou, Haruna",,162715,0,0,0,1,36316,"Akao, Hikaru"
"Amou, Kayin",11030,,0,0,0,1,2462,"Koyasu, Takehito"
"Amou, Masako",,150965,0,0,0,1,31540,Kujira
"Amou, Miyuki",,171190,0,0,0,1,2430,Hitomi
"Amou, Yuka",179464,105453,0,0,0,1,2439,"Gotou, Yuuko"
"Amou, Yuki",179465,105457,0,0,0,1,2439,"Yanase, Natsumi"
Amour,297303,,0,0,0,1,754,"Nagasawa, Miki"
Amov,317271,,0,0,0,1,5143,"Saka, Osamu"
Amp,,251980,0,0,0,1,2758,"Takayama, Minami"
"Amritana, Eril",,256697,0,0,0,1,1231,"Hanba, Tomoe"
"Amulet, Tia",,225962,0,0,0,1,50220,"Yuuki, Aoi"
Amura,331816,,0,0,0,1,8189,"Amuro, Namie"
"Amus, Commander",,140967,0,0,0,1,2203,"Yada, Kouji"
"Amuzu, Torokurou",,129334,0,0,0,1,3323,Mugihito
"An, Chang-Soo",,276555,0,0,0,1,37975,"Urata, Wataru"
"An, Chang-Woo",,169781,0,0,0,1,37975,"Tsuchida, Reiou"
"An, Keiran",,220786,0,0,0,1,50590,"Kugimiya, Rie"
"An, Si-eun",,118331,0,0,0,1,31765,"Shimamura, Yuu"
"An, Xian",368372,,0,0,0,1,59001,"Guan, Shuai"
"An, Yukie",39234,39234,0,0,0,1,6098,"Hanazawa, Kana"
"Ana, Josei",334024,,0,0,0,1,56838,"Yano, Yumika"
"Ana, Jounai",282873,,0,0,0,1,1552,"Oono, Seitarou"
"Ana, Kuukou",256656,,0,0,0,1,12399,"Katou, Masako"
"Ana, Sennai",256655,,0,0,0,1,12399,"Hantani, Kimie"
"Anai, Captain",,251919,0,0,0,1,43691,"Wakamoto, Norio"
Anama,,253123,0,0,0,1,59561,"Kiso, Hiroko"
Anamizu-senpai,61393,61393,0,0,0,1,13299,"Ono, Kenichi"
"Ananda, Kaya",,217286,0,0,0,1,51417,"Yuuki, Mariko"
"Ananga Jagannatha, Dana",,127944,0,0,0,1,34604,"Saitou, Kimiko"
"Anarveil, Erika",,256342,0,0,0,1,57892,"Kohara, Konomi"
"Anatolia, Lillian",,134465,0,0,0,1,31318,"Muranaka, Tomo"
"Anayama, Kosuke",,136746,0,0,0,1,419,"Ogata, Megumi"
Ancestor,,225844,0,0,0,1,5027,"Tsukada, Masaaki"
"Anchor, News",,207226,0,0,0,1,51300,"Inoue, Fumiko"
Anchorwoman,,245400,0,0,0,1,26165,"Fukuhara, Ayaka"
"Andale, Tat",,141549,0,0,0,1,1706,"Hirota, Kousei"
Andel,,240680,0,0,0,1,55,"Houki, Katsuhisa"
"Anders, Harry",,271177,0,0,0,1,270,"Taniguchi, Takashi"
"Andersen, Nanna",,137254,0,0,0,1,30544,"Gotou, Yuuko"
"Anderson, Amy",,152708,0,0,0,1,35240,"Watada, Misaki"
"Anderson, Bruce",,216291,0,0,0,1,2820,"Ootsuka, Houchuu"
"Anderson, Colleen",78063,78063,0,0,0,1,3989,"Amano, Yuri"
"Anderson, Edgar",163743,,0,0,0,1,832,"Iida, Hiroshi"
"Anderson, Eric",166238,152707,0,0,0,1,35240,"Nakazawa, Masatomo"
"Anderson, Fea",,90891,0,0,0,1,7575,"Shimamoto, Sumi"
"Anderson, Floyd",,265641,0,0,0,1,39574,"Nakamura, Shougo"
"Anderson, Kay",,90927,0,0,0,1,7575,"Nakahara, Shigeru"
"Anderson, Keiko",230100,,0,0,0,1,28479,"Sakakibara, Yoshiko"
"Anderson, Kevin",,148863,0,0,0,1,32881,"Fukuyama, Jun"
"Anderson, Lori",32558,32558,0,0,0,1,2383,"Kondou, Reiko"
"Anderson, Remy",,102803,0,0,0,1,10155,"Sakura, Noriko"
"Anderson, Sharon",,90929,0,0,0,1,7575,"Takagi, Sanae"
"Anderson, Tracy",,90925,0,0,0,1,7575,"Matsui, Naoko"
"Anderson, Wilfred",,146933,0,0,0,1,7575,"Tomiyama, Kei"
Andie,,129012,0,0,0,1,27775,"Komatsu, Mikako"
"Ando, Reiko",,130046,0,0,0,1,400,"Yamaguchi, Yuriko"
"Ando, Ryuzo",174763,97663,0,0,0,1,1899,"Morita, Junpei"
Andore,,119615,0,0,0,1,16245,"Ootomo, Ryuuzaburou"
"Andou, Aki",,141856,0,0,0,1,31804,"Hanatani, Maki"
"Andou, Atsuhiro",,262427,0,0,0,1,59136,"Kitada, Yuu"
"Andou, Chief",,200885,0,0,0,1,1867,"Kyouda, Hisako"
"Andou, Frederick",136880,156591,0,0,0,1,35923,"Kamada, Takumi"
"Andou, Katsumi",,220264,0,0,0,1,16514,"Masamune, Issei"
"Andou, Kazuki",143938,,0,0,0,1,220,"Souya, Shigenori"
"Andou, Kimika",,249639,0,0,0,1,58920,"Kitou, Akari"
"Andou, Kyouko",,252045,0,0,0,1,32455,"Kuryuu, Mina"
"Andou, Loid",,139596,0,0,0,1,17291,"Maeda, Takeshi"
"Andou, Mizore",,211274,0,0,0,1,48857,"Sakurai, Harumi"
"Andou, Morinari",,147910,0,0,0,1,32829,"Ochiai, Fukushi"
"Andou, Roido",,115387,0,0,0,1,18495,"Hirose, Yuuya"
"Andou, Sanai",,89493,0,0,0,1,7610,"Hanasawa, Tokue"
"Andou, Shirou",,236947,0,0,0,1,9495,"Inoue, Kazuhiko"
"Andou, Shouzan",,36159,0,0,0,1,496,"Nagai, Ichiro"
"Andou, Takafumi",,98213,0,0,0,1,627,"Saiga, Mitsuki"
"Andou, Takuma",,69979,0,0,0,1,16866,"Katou, Masayuki"
"Andou, Tatsuo",76404,76404,0,0,0,1,14669,"Taniyama, Kishou"
"Andou, Umeko",,170997,0,0,0,1,37171,"Sekine, Akira"
"Andou, Yousui",,160187,0,0,0,1,159,"Kobayashi, Yumiko"
Andou-san,384633,,0,0,0,1,276,"Imai, Asami"
Andreas,158766,,0,0,0,1,19367,"Takahashi, Shinya"
Andres,,270807,0,0,0,1,58359,"Itou, Tomoya"
"Andressen, Karl Björn",52755,52755,0,0,0,1,569,"Shibamoto, Hiroyuki"
"Andretti, Alfonso",,136161,0,0,0,1,3199,"Ogata, Kenichi"
"Andrews, Lewis",,280857,0,0,0,1,60334,"Ura, Kazuki"
"Andrews, Martin",,280984,0,0,0,1,60334,"Ishige, Shouya"
"Andrews, Mary",,171465,0,0,0,1,5203,"Tomizawa, Michie"
"Andriette, Noa",,268473,0,0,0,1,59848,"Izumi, Fuuka"
André,377761,,0,0,0,1,8097,"Genda, Tesshou"
Ane,349543,,0,0,0,1,53879,"Kakuma, Ai"
"Ane, Aun no",398350,,0,0,0,1,1944,"Orikasa, Ai"
"Ane, Hongou's",,172036,0,0,0,1,38753,"Kinugawa, Rika"
"Ane, Madoka no",291397,,0,0,0,1,2454,"Kawamura, Maria"
"Ane, Satou no",76418,,0,0,0,1,14669,"Yukino, Satsuki"
"Anehara, Kenjuurou",,143316,0,0,0,1,5454,"Aoki, Tsuyoshi"
"Anehara, Mayuri",,143317,0,0,0,1,5454,"Fujimura, Ayumi"
"Anehata, Shiton",,158258,0,0,0,1,38710,"Hori, Hideyuki"
"Anekawa, Yumiko",,261616,0,0,0,1,55749,"Yamane, Aya"
"Anekouji, Shirotae",,207390,0,0,0,1,12795,"Shimazu, Saeko"
"Anematsuri, Hitomi Annette",356477,91253,0,0,0,1,34106,"Sawashiro, Miyuki"
Anemoriritchi,350251,,0,0,0,1,6900,"Gwak, Gyu-Mi"
"Anetani, Anne",,179506,0,0,0,1,40483,"Uesaka, Sumire"
Anezaki-chan,165758,,0,0,0,1,40423,"Toono, Hikaru"
"Ange, Petit",,241590,0,0,0,1,2288,"Tsuru, Hiromi"
"Angel, Byakuya's",,194490,0,0,0,1,57217,"Miki, Shinichiro"
"Angel, Child Playing",,284942,0,0,0,1,4477,"Tamura, Mutsumi"
"Angel, Felgus",,195853,0,0,0,1,38572,"Sugou, Takayuki"
"Angel, Hibana's",,194491,0,0,0,1,57217,"Midorikawa, Hikaru"
"Angel, Puffy",18793,18793,0,0,0,1,2285,"Watanabe, Akeno"
"Angel, Strike Angel/Cross",,189729,0,0,0,1,3909,"Yoshino, Hinako"
"Angel, Wave Carrying",27712,27712,0,0,0,1,4962,"Kawasumi, Ayako"
Angelene,,35856,0,0,0,1,10249,"Enoki, Azusa"
"Angels, Chief of",35751,35751,0,0,0,1,2436,"Yajima, Akiko"
Angelus,135980,,0,0,0,1,36316,"Kondou, Takayuki"
Angers,,179655,0,0,0,1,37587,"Amemiya, Yuuka"
Angira,,140720,0,0,0,1,897,"Nanba, Keiichi"
Angolamori-senpai,237913,,0,0,0,1,36784,"Nishiyama, Koutarou"
Angoramori,,159193,0,0,0,1,36784,"Nishiyama, Koutarou"
Angostura,8548,8548,0,0,0,1,107,"Yoshino, Hiroyuki"
"Angostura, Old",,239494,0,0,0,1,107,"Shibata, Hidekatsu"
Angry,,244864,0,0,0,1,11633,"Sadohara, Kaori"
Anguila,168091,,0,0,0,1,897,"Nanba, Keiichi"
Anguirus,,149188,0,0,0,1,34813,"Iwao, Junko"
Angulas,,7291,0,0,0,1,879,"Matsuki, Miyu"
"Angus, Peter",,269025,0,0,0,1,55995,"Ogasawara, Jin"
"Anhern, Civet",233179,274084,0,0,0,1,37765,"Miyazaki, Yuu"
"Ani, Futako no",89421,,0,0,0,1,18849,"Kawashiro, Hidenosuke"
"Ani, Inaba no",67709,,0,0,0,1,11887,"Okano, Kousuke"
"Ani, Reiko no",349826,,0,0,0,1,43755,"Hirose, Yuuya"
"Ani, Suzuki no",387019,,0,0,0,1,63832,"Nakamura, Genta"
"Anii, Noe",,99051,0,0,0,1,1936,"Yamamoto, Ikuko"
Anike,,92603,0,0,0,1,10224,"Nishio, Toku"
Aniki-bun,,275102,0,0,0,1,60131,"Nose, Ikuji"
Anila,376625,283742,0,0,0,1,62643,"Morishima, Shuuta"
Anime E no Otoko,243586,,0,0,0,1,16742,"Kawahara, Yoshihisa"
AnimeP,254478,,0,0,0,1,36792,"Takahashi, Daisuke"
"Aniya, Isao",,87685,0,0,0,1,570,"Nakagawa, Kenji"
"Aniyome, Masuo no",247418,,0,0,0,1,2406,"Kawasaki, Eriko"
Anjela,,15377,0,0,0,1,2528,"Nagashima, Yuko"
Anji,5051,5051,0,0,0,1,2719,"Kusao, Takeshi"
"Anjou, Kenta",,127305,0,0,0,1,29085,"Furukawa, Tetsuto"
"Anjou, Mother",,42092,0,0,0,1,9989,"Saitou, Kimiko"
"Anjou, Nagara",229669,201723,0,0,0,1,46381,"Touyama, Nao"
"Anjou, Shimakaze",229670,270120,0,0,0,1,46381,"Uchida, Yuuma"
"Anjou, Takaya",,264442,0,0,0,1,48889,"Dokkoi, Shouichi"
"Ankara, Halisha",,259390,0,0,0,1,48896,"Naka, Hiroshi"
Anki,,152853,0,0,0,1,4854,"Horikawa, Ryo"
"Ankoku, Daishougun",,102775,0,0,0,1,19799,"Tamura, Yukari"
"Ankokuji, Yamitaro",,21579,0,0,0,1,5485,"Imaruoka, Atsushi"
Ankou,386339,,0,0,0,1,2335,"Tachiki, Fumihiko"
Ankreerah,179512,154625,0,0,0,1,6452,"Gouri, Daisuke"
Anli,,11274,0,0,0,1,513,"Kameyama, Sukekiyo"
"Anlock, Rock",,90313,0,0,0,1,4244,"Shiozawa, Kaneto"
Anmika,,217957,0,0,0,1,50760,"Ahn, Mika"
"Anmitsu, Princess",,121329,0,0,0,1,6093,"Koyama, Mami"
Anmo-hime,90047,141001,0,0,0,1,32696,"Oonishi, Saori"
"Anna, Aki",,206580,0,0,0,1,51147,"Sakai, Misano"
Anneli,,217636,0,0,0,1,3162,"Suzuki, Reiko"
"Annes, Elmea",308473,,0,0,0,1,53163,"Toyosaki, Aki"
"Annes, Erma",,231680,0,0,0,1,53163,"Toyosaki, Aki"
Anno,328566,,0,0,0,1,55636,"Ishida, Akira"
Announcement,,142874,0,0,0,1,29786,"Yanagita, Junichi"
"Announcement, Game",,146719,0,0,0,1,31404,"Kawamura, Rie"
"Announcement, Station",375583,,0,0,0,1,61984,"Kameyama, Yuuji"
"Announcer, Baseball",,226690,0,0,0,1,16514,"Hashimoto, Kouichi"
"Announcer, CA",328286,,0,0,0,1,57184,"Hirose, Saya"
"Announcer, Chikatetsu",376424,,0,0,0,1,405,"Ono, Kenichi"
"Announcer, Dansei",331401,,0,0,0,1,53882,"Katayama, Kousuke"
"Announcer, Home",368922,,0,0,0,1,60508,"Fukada, Ai"
"Announcer, Infomercial",,18174,0,0,0,1,576,"Murase, Katsuki"
"Announcer, Onna",199528,,0,0,0,1,41930,"Watabe, Sayumi"
"Announcer, Pennan",,267108,0,0,0,1,116,"Asou, Tomohisa"
"Announcer, Public Address",,148029,0,0,0,1,3762,"Amano, Yuri"
"Announcer, Radio no",245703,,0,0,0,1,326,"Chiba, Susumu"
"Announcer, Shanai",198332,,0,0,0,1,39790,"Kameyama, Yuuji"
"Announcer, Theme Park",394890,,0,0,0,1,6074,"Mashiba, Mari"
"Announcer, Train",,213472,0,0,0,1,2476,"Chijiwa, Ryuusaku"
"Announcer, Tsuuhan",18174,,0,0,0,1,576,"Murase, Katsuki"
Announcer-san,,223821,0,0,0,1,49866,"Motoyoshi, Yukiko"
Ano Okata (2 Hitome),325240,,0,0,0,1,55636,"Hirose, Yuuya"
Another World Experiment 626,,226253,0,0,0,1,6899,"Yamadera, Kouichi"
"Anotsu, Saburo",73827,,0,0,0,1,39806,"Akimoto, Yousuke"
"Anotsu, Saburou",,73827,0,0,0,1,39806,"Akimoto, Yousuke"
"Anou, Pierre",,130963,0,0,0,1,8888,"Toriumi, Kousuke"
Ansatsusha,,82249,0,0,0,1,14833,"Ohara, Sayaka"
Anselm,49523,49523,0,0,0,1,3194,"Ueda, Toshiya"
"Anseta, Vivian",,188050,0,0,0,1,39421,"Natsuyoshi, Yuuko"
Anshu,67757,67757,0,0,0,1,5930,"Hironaka, Masashi"
"Ant, General",348710,,0,0,0,1,42340,"Matsuoka, Yoshitsugu"
"Antinous, Raios",,165913,0,0,0,1,39239,"Iwase, Shuuhei"
Antipater,8187,8187,0,0,0,1,1442,"Ooki, Tamio"
"Antique, Antelize",,233010,0,0,0,1,59130,"Kotobuki, Minako"
Antokutei,,164217,0,0,0,1,35834,"Ishida, Akira"
"Anton, Commander",39209,39209,0,0,0,1,3305,"Tomiyama, Kei"
Antonis,,234905,0,0,0,1,3424,"Kusumi, Naomi"
Antonius,397780,,0,0,0,1,2755,"Nabe, Osami"
"Antonov, Captain",,79979,0,0,0,1,3609,"Shiozawa, Kaneto"
Anubias,,41007,0,0,0,1,10330,"Canna, Nobutoshi"
"Anubis, Sir",,109645,0,0,0,1,407,"Midorikawa, Hikaru"
Anubituf,3260,3260,0,0,0,1,879,"Kiuchi, Reiko"
Anush,,97135,0,0,0,1,19855,"Tsuda, Kenjirou"
"Anyan, Roy",250845,,0,0,0,1,1002,"Suyama, Akio"
Anyou,,261960,0,0,0,1,130,"Asano, Mayumi"
"Anzai, Asuka",210926,204673,0,0,0,1,5578,"Yamazaki, Wakana"
"Anzai, Detective",15700,15700,0,0,0,1,1500,"Neya, Michiko"
"Anzai, Fujin",,57379,0,0,0,1,1861,"Takagi, Sanae"
"Anzai, Miki",80313,80313,0,0,0,1,7712,"Haduki, Rie"
"Anzai, Rino",,264311,0,0,0,1,34197,"Koga, Aoi"
"Anzai, Ryoko",,252886,0,0,0,1,604,"Mitsuishi, Kotono"
"Anzai, Shuri",,224950,0,0,0,1,2098,"Takano, Urara"
"Anzai, Wakaba",,101779,0,0,0,1,634,"Itou, Shizuka"
"Anzawa, Saburou",,98345,0,0,0,1,4975,"Hatano, Kazutoshi"
"Anzetta, T'ala Mort",,277669,0,0,0,1,59205,"Toyosaki, Aki"
Anzu-chan,,248500,0,0,0,1,54603,"Moriyama, Mirai"
"Ao, Guang",249361,221679,0,0,0,1,44061,"Touchi, Hiroki"
Aoandon,,185051,0,0,0,1,40568,"Mizuki, Nana"
Aoba Baseball Club's Coach,237037,,0,0,0,1,18759,"Moriyama, Shuichiro"
"Aoba, Hana",176409,128682,0,0,0,1,16526,"Aoki, Kazuyo"
"Aoba, Hatsue",300679,,0,0,0,1,5084,"Semi, Kikuyo"
"Aoba, Maki",15313,15313,0,0,0,1,2475,"Orikasa, Fumiko"
"Aoba, Masaki",353260,261874,0,0,0,1,58066,"Tamura, Mutsumi"
"Aoba, Michi",46575,46575,0,0,0,1,4314,"Kakazu, Yumi"
"Aoba, Takako",234854,143365,0,0,0,1,1608,"Katou, Yuuko"
"Aoba, Tsukina",,259743,0,0,0,1,54275,"Asumi, Kana"
"Aoba, Yoko",46577,46577,0,0,0,1,4314,"Hidaka, Noriko"
"Aoba, Youko",25610,25610,0,0,0,1,2352,"Nasu, Megumi"
"Aoba, Yusaku",46579,46579,0,0,0,1,4314,"Koyasu, Takehito"
"Aoe, Takanori",,259636,0,0,0,1,57635,"Tobita, Nobuo"
"Aogiri, Oshou",33205,33205,0,0,0,1,5719,"Nojima, Hirofumi"
"Aogiri, Tomonori",,241018,0,0,0,1,104,"Takase, Akimitsu"
Aohi,,213269,0,0,0,1,6880,"Kazuki, Hiroto"
Aoi Fuku no Josei,342518,,0,0,0,1,513,"Hayashibara, Megumi"
"Aoi, Father",,149197,0,0,0,1,33743,"Bifu, Hitoshi"
"Aoi, Gengo",81785,81785,0,0,0,1,18001,"Ono, Atsushi"
"Aoi, Haruka",,165633,0,0,0,1,37497,"Honda, Takako"
"Aoi, Hina",300313,217882,0,0,0,1,49776,"Kusumi, Rin"
"Aoi, Koki",,214583,0,0,0,1,49776,"Mukai, Live"
"Aoi, Mamoru",55177,55177,0,0,0,1,3363,"Matsuyama, Takashi"
"Aoi, Mayumi",139828,161546,0,0,0,1,33850,"Sakurai, Nanae"
"Aoi, Minase",39096,39096,0,0,0,1,215,"Narahashi, Miki"
"Aoi, Miyoko",,58655,0,0,0,1,11665,"Han, Megumi"
"Aoi, Mizuho",79147,79147,0,0,0,1,3363,"Mizutani, Yuuko"
"Aoi, Ruri",,108521,0,0,0,1,23375,"Murakawa, Rie"
"Aoi, Shigemitsu",18877,18877,0,0,0,1,581,"Iizuka, Shouzou"
"Aoi, Souta",12102,12102,0,0,0,1,3363,"Takahashi, Hiroki"
"Aoi, Takashi",122229,150581,0,0,0,1,35114,"Ohira, Shunya|Oohira, Shunya"
"Aoi, Tatsuo",177573,122241,0,0,0,1,3077,"Nanba, Keiichi"
"Aoi, Urara",,262078,0,0,0,1,106,"Koyanagi, Youko"
"Aoi, Yoko",,38606,0,0,0,1,3363,"Midori, Junko"
"Aoi, Youko",38606,,0,0,0,1,3363,"Midori, Junko"
"Aoi, Yukie",139245,148792,0,0,0,1,34289,"Makino, Yui"
Aojiru,,272491,0,0,0,1,53762,"Ishigami, Shizuka"
"Aokaze, Hajime",355673,272538,0,0,0,1,60407,"Watanabe, Toshiki"
"Aokaze, Mutsumi",355674,272539,0,0,0,1,60407,"Kawasaki, Meiko"
"Aoki, Father",,67707,0,0,0,1,11887,"Tokumoto, Eiichirou"
"Aoki, Keiichirou",332495,252701,0,0,0,1,3486,"Kishino, Kazuhiko"
"Aoki, Kotarou",39379,39379,0,0,0,1,5084,"Noda, Keiichi"
"Aoki, Kyosuke",,34835,0,0,0,1,509,"Yamaguchi, Takayuki"
"Aoki, Kyousuke",34835,,0,0,0,1,509,"Yamaguchi, Takayuki"
"Aoki, Mami",34571,34571,0,0,0,1,456,"Fukuen, Misato"
"Aoki, Nagako",39380,39380,0,0,0,1,5084,"Honjou, Manami"
"Aoki, Naoto",17169,17169,0,0,0,1,1640,"Kishio, Daisuke"
"Aoki, Ryouta",,120033,0,0,0,1,23673,"Yokota, Seigo"
"Aoki, Tousuke",39382,39382,0,0,0,1,5084,"Takemoto, Eiji"
"Aoki, Tsubasa",,144618,0,0,0,1,8934,"Ono, Kensho"
Aoki-san,378766,,0,0,0,1,54764,"Ochii, Miyuko"
Aokichi,35399,,0,0,0,1,912,"Sasaki, Nozomu"
Aokinman,,96129,0,0,0,1,21943,"Fukutome, Norio"
Aomori,146637,142232,0,0,0,1,3391,"Tsujimura, Mahito"
Aomushi,358086,,0,0,0,1,60778,"Yamamoto, Takahiro"
Aon,28943,28943,0,0,0,1,7279,"Fukuyama, Jun"
Aonagi University's Aviation Department Director,,206621,0,0,0,1,49665,"Terada, Minori"
"Aonari, Hyoukichi",,219193,0,0,0,1,4723,"Tobita, Nobuo"
Aono,,87729,0,0,0,1,18099,"Kashiyama, Nanami"
"Aono, Mother",,227578,0,0,0,1,51614,"Saitou, Chiwa"
"Aonuma, Tomomi",38648,38648,0,0,0,1,364,"Kobayashi, Yuu"
"Aoshika, Akiko",,125603,0,0,0,1,9526,"Sasaki, Yuuko"
"Aoshima, Sakura",,286127,0,0,0,1,60933,"Nakae, Mitsuki"
"Aoshima, Yuri",160178,127014,0,0,0,1,30473,"Tanaka, Atsuko"
"Aota, Haruto",271206,146142,0,0,0,1,31049,"Aihara, Kotomi"
"Aoto, Masanori",,297537,0,0,0,1,8536,"Ichijou, Kazuya"
Aoyagi,,137748,0,0,0,1,30128,"Sanada, Akane"
"Aoyagi, Aoko",,233799,0,0,0,1,2044,"Ichiryuusai, Harumi"
"Aoyagi, Misaki",28615,28615,0,0,0,1,149,"Yamazaki, Wakana"
"Aoyagi, Momoko",73157,73157,0,0,0,1,8876,"Nakada, Yoshino"
"Aoyagi, Otoha",133618,,0,0,0,1,24127,"Ozaki, Aya"
"Aoyagi, Shinzaburou",,146645,0,0,0,1,173,"Matsuyama, Takashi"
"Aoyagi, Tetsu",,98593,0,0,0,1,1372,"Koyasu, Takehito"
"Aoyagi, Tsukasa",159955,147046,0,0,0,1,4927,"Kataishi, Chiharu"
"Aoyama, Akira",288259,216241,0,0,0,1,48649,"Kobayashi, Daiki"
"Aoyama, DJ",,158201,0,0,0,1,35250,"Scully, Reina"
"Aoyama, Father",,163856,0,0,0,1,37407,"Nishijima, Hidetoshi"
"Aoyama, Keiichiro",,18481,0,0,0,1,1312,"Miki, Shinichiro"
"Aoyama, Keiichirou",18481,,0,0,0,1,1312,"Miki, Shinichirou"
"Aoyama, Kyouko",,245994,0,0,0,1,61142,"Kuramochi, Wakana"
"Aoyama, Mother",,164750,0,0,0,1,37407,"Noto, Mamiko"
"Aoyama, Ryuuichi",,124091,0,0,0,1,18495,"Uemura, Yuuto"
"Aoyama, Shougo",12390,12390,0,0,0,1,2006,"Yamada, Eiko"
"Aoyama, Sister",,164751,0,0,0,1,37407,"Kuno, Misaki"
"Aoyama, Tokio",8983,8983,0,0,0,1,1126,"Kamei, Yoshiko"
"Aoyama, Yuki",,7383,0,0,0,1,2495,"Enomoto, Atsuko"
"Aoyamada, Masazo",,276127,0,0,0,1,687,"Okano, Kousuke"
"Aozaki, Tetsuya",,100633,0,0,0,1,9510,"Kakihara, Tetsuya"
"Aozane, Rokuta",201996,127241,0,0,0,1,29715,"Oda, Toshimitsu"
Aoze,229134,,0,0,0,1,39298,"Tute, Hameng"
"Aozono, Ao",329937,210783,0,0,0,1,50955,"Kikuchi, Kokoro"
"Aozora, Hiiro",332089,288147,0,0,0,1,57946,Machico
"Aozora, Hinano",332086,288143,0,0,0,1,57946,"Asumi, Kana"
Apa,31134,31134,0,0,0,1,962,"Tachiki, Fumihiko"
Apaato no Shufu A,378660,,0,0,0,1,1207,"Kawashima, Chiyoko"
Apaato no Shufu B,378661,,0,0,0,1,1207,"Saitou, Shou"
Apache,333649,138782,0,0,0,1,5070,"Sanryou, Odaka|Odaka, Sanryo"
Apartment no Kokujin Dansei,367556,,0,0,0,1,5630,"Whitaker, David"
Apex,335227,,0,0,0,1,28595,"Namikawa, Daisuke"
"Aphrodia, Roza",,166763,0,0,0,1,1737,"Jinbo, Naomi"
"Apis, Regina",364135,,0,0,0,1,1995,"Masuda, Yuki"
Apollodoria,397781,,0,0,0,1,2755,"Hatsui, Kotoe"
Apollodoros,,207668,0,0,0,1,43693,Mugihito
Apollodorus,271666,,0,0,0,1,43693,Mugihito
Apollomon,66949,66949,0,0,0,1,10444,"Tanaka, Hideyuki"
"Apolon, Qeen",,157659,0,0,0,1,3361,"Masuyama, Eiko"
Appa,367145,,0,0,0,1,59382,"Lee, Ho-San"
Appa-kun,350898,,0,0,0,1,40331,"Himeno, Tama"
Appa-kun ni Karamareru Otoko,350886,,0,0,0,1,40331,"Sawada, Yuutarou"
"Appel, Uwe",,226101,0,0,0,1,51252,"Ootsuka, Houchuu"
Apprentice,,225277,0,0,0,1,743,"Seki, Tomokazu"
Apricot,,10375,0,0,0,1,3460,"Minaguchi, Yuko"
"April, Raira",,94079,0,0,0,1,19825,"Ise, Mariya"
"April, Rikuto",87649,94075,0,0,0,1,19825,"Kugimiya, Rie"
Aqiang,259663,,0,0,0,1,50411,"Zhang, Shubin"
"Aqua, Gene",,259309,0,0,0,1,1944,"Tsukada, Masaaki"
"Aqua, Jet Black",,248668,0,0,0,1,53126,"Ootsuka, Takeo"
"Aqua, Majin",398371,,0,0,0,1,1944,"Tsukada, Masaaki"
