voice_actor_name,voice_actor_id_anilist,voice_actor_id_mal,voice_actor_favorites_mal,voice_actor_favorites_anilist,voice_actor_favorites,anime_count,main_role_count,supporting_role_count,anime_ids,anime_titles
"Yanase, Natsumi",95549,549,80,15,80,41,15,28,670|725|854|1360|1372|1621|1625|1692|1744|2057|2439|2559|2595|2896|2924|2946|3062|3627|4027|4262|4789|5305|5762|6783|7179|7266|7774|8057|10213|13655|15541|17643|17729|18195|20517|29083|29093|29095|35960|48775|50685,"Lamune|First Kiss Monogatari|Soul Link|Makai Tenshi Djibril|Taiho Shichau zo (TV)|Haru no Ashioto The Movie: Ourin Dakkan|Soul Link Special|_Summer|Wagamama☆Fairy Mirumo de Pon!|Ojousama Sousamou|Hooligan|Romeo no Aoi Sora|D.C.II: Da Capo II|Houkago: Nureta Seifuku|ef: A Tale of Memories.|Angel Core: Tenshi-tachi no Sumika|Futago no Haha Seihonnou|D.C.II S.S.: Da Capo II Second Season|Makai Tenshi Djibril: Episode 2|Koihime†Musou|ef: A Tale of Melodies.|Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!|15 Bishoujo Hyouryuuki"
"Minami, Omi",95323,,80,31,80,18,7,10,173|332|1272|1274|1710|1754|1756|1757|1844|2067|2108|6107|8920|10262|24637|31442|33075|49179,Tactics|Dokidoki♡Densetsu: Mahoujin Guruguru|Injuu Gakuen La Blue Girl|Injuu Gakuen EX|Rockman.EXE|Di Gi Charat Summer Special 2000|Di Gi Charat Natsuyasumi Special|Di Gi Charat Christmas Special|Clamp Gakuen Tanteidan|Gekiganger 3: The Movie|Rockman.EXE Axess|Aruhi no Clamp Gakuen Tanteidan|Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!|Gag Manga Biyori: Jump Festa 2002 Special|G-On Riders Special|Musaigen no Phantom World|Musaigen no Phantom World: Mizutama no Kiseki|Reiwa no Di Gi Charat
"Shinoda, Minami",119562,40399,80,15,80,16,7,9,31240|31376|31933|32954|33197|33681|33988|34281|35540|35823|35905|38022|41307|41514|54859|58844,Re:Zero kara Hajimeru Isekai Seikatsu|Flying Witch|JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai|Flying Witch Petit|Lostorage Incited WIXOSS|Flying Witch Petit Special|Demi-chan wa Kataritai|High School DxD Hero|Slow Start|Demi-chan wa Kataritai: Demi-chan no Natsuyasumi|Ryuuou no Oshigoto!|Monster Strike The Animation|Tokyo 7th Sisters: Bokura wa Aozora ni Naru|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2|Rinkai!|Harinezumi no Luchika
"Itou, Masahiro",150456,49909,80,30,80,16,6,10,40677|40904|42516|45731|48862|49471|49819|49820|51128|52079|54144|54234|56213|56348|57603|58172,Argonavis from BanG Dream!|Bokutachi no Remake|Cardfight!! Vanguard: overDress|Argonavis Movie: Axia|Cardfight!! Vanguard: overDress Season 2|Argonavis Movie: Ryuusei no Obligato|Cardfight!! Vanguard: will+Dress|Cardfight!! Vanguard: will+Dress Season 2|Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.|Cardfight!! Vanguard: will+Dress Season 3|Cardfight!! Vanguard: Divinez Deluxe-hen|Suki na Ko ga Megane wo Wasureta|Suki na Ko ga Megane wo Wasureta Short Episode|Dungeon no Naka no Hito|Suki na Ko ga Megane wo Wasureta Short Episode Specials|Nageki no Bourei wa Intai shitai
"Nozuyama, Yukihiro",163689,51764,80,53,80,25,3,22,40803|42249|44942|48735|49184|49211|49618|49969|50380|50608|51213|52980|53263|53379|53770|54858|54918|55358|55454|58445|59189|59675|60131|60273|61200,"Hypnosis Mic: Division Rap Battle - Rhyme Anima|Tokyo Revengers|Shuumatsu no Walküre|Chibi Revenger|Gunma-chan|Gundam Breaker: Battlogue|Shuumatsu no Walküre II|Tribe Nine|Paripi Koumei|Tokyo Revengers: Seiya Kessen-hen|Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu|Kame no Koura wa Abarabone|Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi|Uchi no Kaisha no Chiisai Senpai no Hanashi|Sentai Daishikkaku|Hypnosis Mic: Division Rap Battle - Rhyme Anima +|Tokyo Revengers: Tenjiku-hen|Bucchigiri?!|Shuumatsu no Walküre II Part 2|Sayounara Ryuusei, Konnichiwa Jinsei|Sentai Daishikkaku 2nd Season|Apocalypse Hotel|Karaoke Iko!|Hypnosis Mic: Division Rap Battle Movie|Shuumatsu no Walküre III"
"Yanase, Natsumi",95549,,80,15,80,4,3,0,2057|5762|6361|21163,Ojousama Sousamou|15 Bishoujo Hyouryuuki|ef: A Tale of Memories. - Prologue|Oni no Ko to Yuki Usagi
"Nozuyama, Yukihiro",163689,,80,53,80,5,1,3,49507|53421|54990|59675|60157,Shuumatsu no Walküre Mini Anime|Dosanko Gal wa Namara Menkoi|Shuumatsu no Walküre II Mini Anime|Apocalypse Hotel|Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru
"Fujimori, Yukina",103955,,80,20,80,4,1,3,6041|17541|20801|36737,Honoo no Haramase Doukyuusei|Kotowari: Kimi no Kokoro no Koboreta Kakera|Koakuma Kanojo The Animation|Real Eroge Situation! The Animation
"Ishii, Kouji",95045,,80,21,80,29,0,28,736|890|1329|1382|1797|1798|1802|2052|2259|2716|2782|3086|3457|3931|4533|4752|6571|6675|17187|28625|32379|38770|40074|40685|48583|50010|50760|51535|56785,Keiraku no Houteishiki Level-C|Yuusha-Ou GaoGaiGar|Ohoshi-sama no Rail|Yuusha-Ou GaoGaiGar Final|Animation Seisaku Shinkou Kuromi-chan|Animation Seisaku Shinkou Kuromi-chan 2|Dirty Pair Flash|Nozomi Witches|Dr. Rin ni Kiitemite!|Urayasu Tekkin Kazoku|Fire Emblem|Strait Jacket|Vampire Knight|Initial D Battle Stage 2|Uchuu Kazoku Carlvinson|Vampire Knight Guilty|Koume-chan ga Iku!|Redline|Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain|Shisha no Teikoku|Berserk|Meitantei Conan Movie 23: Konjou no Fist|Gibiate
"Shinoda, Minami",119562,,80,15,80,1,0,1,38529,Rifle Is Beautiful
"Itou, Masahiro",173648,,80,30,80,1,0,1,1029,Omoide Poroporo
"Itou, Masahiro",,29269,80,30,80,1,0,1,1029,Omoide Poroporo
"Ishii, Kouji",,67635,80,0,80,1,0,1,5217,Goal FH: Field Hunter
"Matsui, Naoko",95516,516,79,41,79,192,61,136,21|62|81|83|84|86|90|142|200|210|219|235|239|250|291|418|495|498|511|526|602|623|714|779|780|781|857|917|934|961|1046|1058|1130|1280|1363|1364|1365|1366|1367|1414|1417|1452|1459|1473|1505|1506|1517|1534|1535|1581|1606|1638|1807|1889|1925|1939|2038|2039|2040|2045|2046|2053|2060|2063|2064|2069|2084|2085|2086|2087|2094|2099|2100|2171|2214|2273|2280|2325|2458|2466|2474|2497|2512|2543|2555|2597|2695|2730|2737|2804|2813|2820|2938|2959|2994|3026|3035|3081|3132|3288|3317|3345|3437|3448|3565|3731|3734|3735|3762|3910|4003|4119|4688|4693|4855|4941|5237|5249|5259|5348|5460|5578|5584|5585|5712|5956|6067|6115|6198|6231|6331|6438|6467|6917|7575|8331|8609|8853|9087|9496|9883|9887|9963|10213|10244|10250|10531|12117|13837|14713|14735|16700|18429|19899|20083|21407|21419|22035|23083|23739|25517|25681|28479|28511|30709|32005|32088|32829|33323|34036|34430|34978|35203|35798|36976|38409|38410|38770|39764|39849|40784|41006|45556|47413|49320|50010|51632|53540|54029|56785|57441|60445,One Piece|D.C.: Da Capo|Kidou Senshi Gundam: Dai 08 MS Shoutai|Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report|Kidou Senshi Gundam 0083: Stardust Memory|Kidou Senshi Gundam ZZ|Shin Kidou Senki Gundam Wing|Kamikaze Kaitou Jeanne|Tenshi na Konamaiki|Ranma ½|Kidou Senkan Nadesico: The Prince of Darkness|Meitantei Conan|Gankutsuou|Konjiki no Gash Bell!!|D.C.S.S: Da Capo Second Season|Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!|Bakuretsu Hunters|Haja Taisei Dangaiou|Kidou Shinsengumi Moeyo Ken TV|Boku no Chikyuu wo Mamotte|KO Seiki Beast Sanjuushi|Shichinin no Nana|High School! Kimengumi|Meitantei Conan Movie 01: Tokei Jikake no Matenrou
"Tomonaga, Maki",123764,37591,79,13,79,20,15,5,10851|17537|20959|21751|23047|24641|29085|29705|30243|31101|31400|33769|34312|34658|37983|40048|40336|40519|49095|49762,"Euphoria|Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku|Kansen: Ball Buster The Animation|Okusama wa Moto Yariman|Tennen Koi-iro Alcohol|Baku Ane: Otouto Shibocchau zo! The Animation|Sei Yariman Sisters Pakopako Nikki The Animation|Shoujo Kyouiku|Gakuen de Jikan yo Tomare|Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro da yo|Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka|Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai|Saimin Class|Nekopara OVA|Nekopara: Koneko no Hi no Yakusoku|Kutsujoku|Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation|Youma Shoukan e Youkoso|Kuroinu II The Animation|Mama x Holic: Miwaku no Mama to Amaama Kankei - The Animation"
"Takagi, Yuuhei",119202,36667,79,18,79,17,11,6,1735|23755|30347|31338|31722|34577|35946|36923|38198|39701|41491|45567|46420|50315|51794|53911|58511,Naruto: Shippuuden|Nanatsu no Taizai|Nanatsu no Taizai OVA|Hundred|Nanatsu no Taizai: Seisen no Shirushi|Nanatsu no Taizai: Imashime no Fukkatsu|Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito|Nanatsu no Taizai: Imashime no Fukkatsu Joshou|Nanatsu no Taizai: Eiyuu-tachi wa Hashagu|Nanatsu no Taizai: Kamigami no Gekirin|Nanatsu no Taizai: Funnu no Shinpan|Gekidan Nanatsu no Taizai|Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi|Nanatsu no Taizai: Ensa no Edinburgh|Nanatsu no Taizai: Mokushiroku no Yonkishi|Nanatsu no Taizai: Ensa no Edinburgh Part 2|Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season
"Nomura, Mayuka",119290,23805,79,9,79,6,6,0,18039|22849|23423|30307|31121|32698,Rescue Me!|Nyamen|Mujaki no Rakuen|Monster Musume no Iru Nichijou|Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga|Monster Musume no Iru Nichijou OVA
"Nishida, Nozomi",120135,39997,79,20,79,20,5,17,25397|28013|32936|33390|33475|33806|35314|35757|36077|36525|36633|38009|38091|38373|38480|38481|39078|41461|41521|52196,"Absolute Duo|Macross Δ|Gin no Guardian|Zunda Horizon|Busou Shoujo Machiavellianism|Macross Δ: Delta Shougekijou|Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou|Gin no Guardian II|Macross Δ Movie: Gekijou no Walküre|Dorei-ku The Animation|Date A Live III|Re:Stage! Dream Days♪|Hachigatsu no Cinderella Nine|Macross Δ Movie 2: Zettai Live!!!|Toaru Kagaku no Accelerator|Toaru Kagaku no Railgun T|Aikatsu Friends!: Kagayaki no Jewel|Date A Live IV|WIXOSS Diva(A)Live|Date A Live V"
"Matsui, Naoko",95516,,79,41,79,28,4,25,331|832|917|1414|1417|2067|2070|2119|2497|3132|3320|3672|3890|3908|4447|5216|9883|10825|11959|16918|19363|20083|27837|37126|38409|40784|48488|53780,Mahoujin Guruguru|Ginsoukikou Ordian|Riding Bean|Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori|Lupin III: Moeyo Zantetsuken!|Gekiganger 3: The Movie|Guy: Youma Kakusei|Captain Tsubasa: Ayaushi! Zen Nihon Jr.|Shin Cutie Honey|Boukensha: The Man Was from Spain|Harbor Light Monogatari: Fashion Lala yori|Tottemo! Luckyman|Sei Shoujo Sentai Lakers EX|Injuu Kyoushi|Meitantei Conan Movie 12: Senritsu no Full Score|D.C.if: Da Capo if|Osomatsu-kun (1988)|Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura|Moeru! Oniisan (OVA)|Gin no Saji|Gin no Saji 2nd Season|Doteraman|Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun|Nobunaga no Shinobi: Anegawa Ishiyama-hen
"Yoshizawa, Ryou",148219,51469,79,32,79,4,2,1,39569|44200|50532|60098,Sora no Aosa wo Shiru Hito yo|Boku no Hero Academia the Movie 3: World Heroes' Mission|Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi|Boku no Hero Academia: Final Season
"Nomura, Mayuka",119290,,79,9,79,2,1,1,31166|40320,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou|Tenka Hyakken: Meiji-kan e Youkoso!
"Tomonaga, Maki",123764,,79,13,79,1,1,0,17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku
"Yoshizawa, Ryou",148219,,79,32,79,1,1,0,39569,Sora no Aosa wo Shiru Hito yo
"Nishida, Nozomi",120135,,79,20,79,3,0,3,34009|38373|49913,"Tu Bian Yingxiong Baba|Macross Δ Movie 2: Zettai Live!!!|Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari"
AC-Bu,128242,,33,79,79,1,0,1,35330,Poputepipikku
"Kozaki, Yuusuke",,2832,79,47,79,1,0,1,18755,Donyatsu
"Kikuchi, Mika",95375,375,78,8,78,33,12,21,99|177|793|807|861|969|1604|1609|1659|2685|2842|3091|4581|4938|5034|5307|5678|6437|6864|8518|9789|14131|15811|16199|18619|19799|30641|31884|32740|37254|48649|54717|59514,Mai-Otome|Tsubasa Chronicle|xxxHOLiC Movie: Manatsu no Yoru no Yume|Tsubasa Chronicle: Torikago no Kuni no Himegimi|xxxHOLiC|Tsubasa Chronicle 2nd Season|Katekyou Hitman Reborn!|Mai-Otome Zwei|Mai-Otome Specials|Tsubasa: Tokyo Revelations|Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!|xxxHOLiC◆Kei|Shikabane Hime: Aka|Tsubasa: Shunraiki|Shikabane Hime: Kuro|Sora wo Kakeru Shoujo|Kobato.|Sora wo Kakeru Shoujo Picture Drama|xxxHOLiC Rou|Mai-Otome Special: Otome no Inori|Nezumi Monogatari: George to Gerald no Bouken|Girls & Panzer|Girls & Panzer Specials|Girls & Panzer: Shoukai Shimasu!|Girls & Panzer: Kore ga Hontou no Anzio-sen desu!
"Ohashi, Ayuru",,5938,78,0,78,40,10,31,198|1193|1862|3667|6381|7759|9751|9911|10079|10838|10958|11161|11761|14131|15051|15811|16199|17919|18617|18619|23725|27709|28619|32447|32740|32866|33970|34125|34644|36783|38004|38005|38006|38081|39166|39167|42506|48736|58606|61227,Speed Grapher|Happy Seven: The TV Manga|Strike Witches OVA|Strike Witches|Strike Witches 2|Saki Picture Drama|Strike Witches Movie|Houkago no Pleiades|Hoshizora e Kakaru Hashi|Double-J|High Score|Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi|Medaka Box|Girls & Panzer|Love Live! School Idol Project|Girls & Panzer Specials|Girls & Panzer: Shoukai Shimasu!|Houkago no Pleiades (TV)|Girls & Panzer Movie|Girls & Panzer: Kore ga Hontou no Anzio-sen desu!|Strike Witches: Operation Victory Arrow|Saki Biyori Animation|Ranpo Kitan: Game of Laplace|Nora to Oujo to Noraneko Heart
"Katou, Nanae",95740,740,78,19,78,26,9,17,231|355|721|1103|1104|1127|1599|1808|2277|2278|2786|2787|2923|3265|3514|5071|5262|5300|6517|6518|6773|6798|6900|7082|15865|20651,Asagiri no Miko|Shakugan no Shana|Princess Tutu|Shinkon Gattai Godannar!!|Shinkon Gattai Godannar!! 2nd Season|UFO Princess Valkyrie|Eat-Man '98|Kamichama Karin|Mahou Yuugi 2D|Mahou Yuugi 3D|Bakegyamon|Shakugan no Shana II (Second)|Shugo Chara!|Princess Tutu Recaps|Noramimi|Croket!|Shugo Chara!! Doki|Zoku Natsume Yuujinchou|Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?|Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?|Shakugan no Shana III (Final)|Saa Ikou! Tamagotchi|Tamagotchi!|Shugo Chara! Party!|Tamagotchi! Yume Kira Dream
"Aisaka, Yuuka",118478,19605,78,45,78,29,7,25,20047|21033|22147|24705|25099|27783|28221|28387|30056|30206|30296|31070|31790|32171|32301|32438|33089|34102|35249|36038|36043|37346|37655|37916|42670|50652|54722|58437|59421,"Sakura Trick|Seikoku no Dragonar|Amagi Brilliant Park|Ore, Twintail ni Narimasu.|Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken|Sword Gai The Animation|Etotama|Joukamachi no Dandelion|Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage|Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!|Rakudai Kishi no Cavalry|Etotama Specials|Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari|Ange Vierge|Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd|Mayoiga|Kemono Friends|Sakurada Reset|Uma Musume: Pretty Derby|Net-juu no Susume|Net-juu no Susume Special|Etotama: Nyankyaku Banrai|Sword Gai The Animation Part II|Uma Musume: Pretty Derby - BNW no Chikai"
"Kamijou, Saeko",135200,48944,78,50,78,7,4,4,38671|40145|40956|45999|50607|51818|54632,Enen no Shouboutai|Yu☆Gi☆Oh! Sevens|Enen no Shouboutai: Ni no Shou|Enen no Shouboutai Mini Anime|Yu☆Gi☆Oh! Go Rush!!|Enen no Shouboutai: San no Shou|Gekai Elise
"Rial, Natalie",128753,,66,78,78,5,4,1,9181|13663|28979|31711|54839,Motto To LOVE-Ru|To LOVE-Ru Darkness|To LOVE-Ru Darkness 2nd|To LOVE-Ru Darkness 2nd Specials|Yoru no Kurage wa Oyogenai
"Aisaka, Yuuka",118478,,78,45,78,5,1,4,33089|38256|42670|49913|60987,"Kemono Friends|Magia Record: Mahou Shoujo Madoka☆Magica Gaiden|Princess Connect! Re:Dive Season 2|Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari|Princess Connect! Michibiki no Hatsuhana: Fiore Storia"
"Endemann, Jannik",102002,,78,40,78,1,1,0,36040,Saint Seiya: Knights of the Zodiac
"Daigo, Kotarou",139713,49254,78,36,78,1,1,0,38826,Tenki no Ko
"Katou, Nanae",95740,,78,19,78,3,0,3,161|1128|1514,Peace Maker Kurogane|UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku|UFO Princess Valkyrie 3: Seiresetsu no Hanayome
"Kikuchi, Mika",95375,,78,8,78,1,0,1,7108,Shikabane Hime: Puchitto
"Nagai, Ichiro",,6730,77,0,77,179,22,175,19|26|81|83|101|223|263|264|302|341|418|424|462|496|499|513|543|572|691|711|732|767|791|792|813|892|898|1007|1029|1076|1107|1130|1151|1153|1176|1204|1270|1293|1328|1364|1412|1418|1430|1468|1481|1548|1549|1599|1626|1650|1651|1652|1663|1768|1879|1910|1919|1920|1921|1922|1923|1924|1925|1939|1972|2008|2009|2042|2048|2051|2064|2088|2094|2249|2252|2365|2402|2406|2414|2429|2500|2544|2555|2571|2576|2577|2579|2607|2625|2648|2666|2694|2697|2715|2780|2826|2835|2972|3054|3067|3069|3071|3072|3129|3213|3275|3280|3305|3317|3335|3356|3435|3599|3619|3751|3778|3836|3844|3876|3909|4060|4061|4083|4199|4427|4514|4515|4532|4536|4574|4615|4680|4690|5053|5133|5258|5420|5493|5618|5681|5688|5862|5900|5986|5997|6033|6384|6462|6467|6567|6718|6868|6970|6971|7139|7144|7308|7314|7336|7786|8162|8194|8234|8394|8598|8898|9342|9613|10562|12663|14765|15783|16728|19505|19947|19951|21487|22777|24447,Monster|Texhnolyze|Kidou Senshi Gundam: Dai 08 MS Shoutai|Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report|Air|Dragon Ball|Hajime no Ippo|Hajime no Ippo: Champion Road|Mirai Shounen Conan|Spiral: Suiri no Kizuna|Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!|Dirty Pair|One Piece Movie 04: Dead End no Bouken|Kamui no Ken|Makai Toshi Shinjuku|Tenkuu no Shiro Laputa|Vampire Hunter D (2000)|Kaze no Tani no Nausicaä|Yawara!|Uchuu Senkan Yamato (Movie)|Vampire Hunter D|Burn Up!|Arion
"Ookubo, Aiko",100175,5175,77,26,77,38,21,19,3358|4480|4548|5112|5211|5743|6041|6287|6747|7053|7592|8057|8457|8987|10079|10792|11161|11749|11807|11827|11969|12055|15097|18497|18499|20987|24021|24641|27413|31331|33125|38779|40212|40819|41848|49762|52402|59989,Kure-nai|Ryoujoku Guerrilla Kari 3|Yozakura Quartet|Akikan!|Hime Dorei|Saimin Ryoujoku Gakuen|Honoo no Haramase Doukyuusei|Akikan!: Kan Ippatsu!? Onsen Panic|Dance in the Vampire Bund|Fault!!|Nurarihyon no Mago|Shin Koihime†Musou: Otome Tairan|Yozakura Quartet: Hoshi no Umi|Princess Knight☆Catue|Hoshizora e Kakaru Hashi|Haramasete Seiryuu-kun!|Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi|Oshioki: Gakuen Reijou Kousei Keikaku|School|Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru|Love Bitch: Yasashii Onna|Brandish|Tropical Kiss
"Kageyama, Akari",119282,37946,77,38,77,23,12,9,28387|28825|30991|31234|31845|33899|35114|35240|35376|36424|36485|37450|37807|37920|37962|41140|41141|41461|45577|46654|49138|52196|57093,Joukamachi no Dandelion|Himouto! Umaru-chan|Himouto! Umaru-chan OVA|Himouto! Umaru-chanS|Masou Gakuen HxH|IDOLiSH7|Clione no Akari|Princess Principal|Himouto! Umaru-chan R|Princess Principal: Ange Report|Princess Principal Picture Drama|Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai|Princess Principal: Crown Handler 1|Ueno-san wa Bukiyou|IDOLiSH7 Second Beat!|Princess Principal: Crown Handler 2|Princess Principal: Crown Handler 3|Date A Live IV|IDOLiSH7 Third Beat!|IDOLiSH7 Third Beat! Part 2|Princess Principal: Crown Handler 1 - Busy Easy Money|Date A Live V|Princess Principal: Crown Handler 4
"Kisaichi, Atsushi",95560,560,77,18,77,53,9,46,74|144|145|146|200|225|276|277|328|329|375|527|590|631|632|704|721|800|813|881|957|1084|1394|1395|1493|1532|1864|1914|2012|2124|2159|2269|2390|2535|2536|2537|2702|2740|3232|3505|4596|5200|7066|7333|7720|10346|13837|18139|22101|23333|24543|25567|56653,Gakuen Alice|Kanon|Kareshi Kanojo no Jijou|Kono Minikuku mo Utsukushii Sekai|Tenshi na Konamaiki|Dragon Ball GT|Mahoromatic: Automatic Maiden|Mahoromatic: Motto Utsukushii Mono|Piano|Planetes|Bannou Bunka Neko-Musume (1998)|Pokemon|Kage kara Mamoru!|Mahoromatic Summer Special|Mahoromatic End Year Special|Kanon Kazahana|Princess Tutu|NieA Under 7|Dragon Ball Z|Green Green OVA|Saiunkoku Monogatari|I''s|Future GPX Cyber Formula Saga|Future GPX Cyber Formula Sin|Project ARMS: The 2nd Chapter
"Takeda, Larissa Tago",123888,46164,77,60,77,17,8,9,32717|35712|36500|36560|37245|37259|37517|38199|41911|48736|50060|51234|53065|54112|54854|57099|57614,Aikatsu Stars!|Boku no Kanojo ga Majimesugiru Sho-bitch na Ken|Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season|Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA|Gundam Build Divers|Hanebado!|Happy Sugar Life|Bermuda Triangle: Colorful Pastrale|Hanyou no Yashahime: Sengoku Otogizoushi|Sono Bisque Doll wa Koi wo Suru|Shadowverse Flame|Eternity Memories|Sono Bisque Doll wa Koi wo Suru Season 2|Zom 100: Zombie ni Naru made ni Shitai 100 no Koto|Shadowverse Flame: Seven Shadows-hen|Na Nare Hana Nare|Shadowverse Flame: Arc-hen
"Watabe, Sayumi",121023,43105,77,32,77,35,5,31,31422|33003|33197|34734|34984|38480|38659|39195|39489|40496|40504|40608|40620|40935|41456|41521|48417|48418|48776|48777|49469|49612|50638|52635|53802|54852|55888|56845|58131|59459|59989|60009|60505|62422|62805,"Minami Kamakura Koukou Joshi Jitensha-bu|Mahou Shoujo Ikusei Keikaku|Lostorage Incited WIXOSS|Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!|Koi wa Ameagari no You ni|Toaru Kagaku no Accelerator|Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru|Beastars|Spriggan (ONA)|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Major 2nd 2nd Season|Muv-Luv Alternative|Uramichi Oniisan|Beastars 2nd Season|Sentouin, Haken shimasu!|WIXOSS Diva(A)Live|Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2|Build Divide: Code Black|Build Divide: Code White|Beastars Final Season|Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu|Muv-Luv Alternative 2nd Season|Kami no Tou: Ouji no Kikan"
"Takeda, Larissa Tago",123888,,77,60,77,6,4,1,38483|39654|40936|50060|54854|57614,Ore wo Suki nano wa Omae dake ka yo|Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season|Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set|Shadowverse Flame|Shadowverse Flame: Seven Shadows-hen|Shadowverse Flame: Arc-hen
"Ookubo, Aiko",100175,,77,26,77,8,3,3,750|4548|8457|18497|22081|24327|39471|52736,Binchou-tan|Yozakura Quartet|Yozakura Quartet: Hoshi no Umi|Yozakura Quartet: Hana no Uta|Cosplay Rakuen|Oyome-sama Honey Days♥|Himesama Love Life!|Tensei Oujo to Tensai Reijou no Mahou Kakumei
"Fuji, Shinshuu",105987,10987,77,46,77,22,2,20,21|5032|7661|9513|14629|23259|35737|37991|38015|38714|38749|38972|39592|40513|40890|43204|43205|43206|51020|53411|54656|55911,One Piece|Cobra The Animation|Giant Killing|Beelzebub|Starship Troopers: Invasion|Gundam: G no Reconguista|Pluto|JoJo no Kimyou na Bouken Part 5: Ougon no Kaze|Shika no Ou: Yuna to Yakusoku no Tabi|Gundam: G no Reconguista Movie I - Ike! Core Fighter|Blade Runner: Black Lotus|JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps|Kidou Senshi Gundam: The Origin - Zenya Akai Suisei|Nami yo Kiitekure|Gundam: G no Reconguista Movie II - Bellri Gekishin|Gundam: G no Reconguista Movie III - Uchuu kara no Isan|Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai|Gundam: G no Reconguista Movie V - Shisen wo Koete|Helck|Buddy Daddies|Buddy Daddies Intermission: Cherry-Pick|The Fable
