mal_id,anilist_id,title,type,staff_id_anilist,staff_name,staff_role,staff_role_group,staff_language,staff_favorites_mal,staff_favorites_anilist,staff_favorites,source,staff_group_key
31980,21490.0,Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,OVA,103197,"Nakata, Yumi",Original Creator,original_creator,Japanese,76,54,76,AniList,staff_id_anilist:103197
31984,156905.0,Lupin Shanshei Pilot,Special,110269,"Ono, Ryou",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:110269
31988,21460.0,Hibike! Euphonium 2,TV,119180,"Takeda, Ayano",Original Story,original_creator,Japanese,131,207,207,AniList,staff_id_anilist:119180
31988,21460.0,Hibike! Euphonium 2,TV,100055,"Ishihara, Tatsuya",Director,director,Japanese,1281,571,1281,AniList,staff_id_anilist:100055
31988,21460.0,Hibike! Euphonium 2,TV,119035,"Asada, Nikki",Original Character Design,original_character_design,Japanese,14,25,25,AniList,staff_id_anilist:119035
31989,21638.0,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,119180,"Takeda, Ayano",Original Story,original_creator,Japanese,131,207,207,AniList,staff_id_anilist:119180
31989,21638.0,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,100055,"Ishihara, Tatsuya",Director,director,Japanese,1281,571,1281,AniList,staff_id_anilist:100055
31989,21638.0,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,119035,"Asada, Nikki",Original Character Design,original_character_design,Japanese,14,25,25,AniList,staff_id_anilist:119035
31995,21466.0,Kowaremono The Animation,OVA,112419,Yoshiron,Original Creator,original_creator,Japanese,8,16,16,AniList,staff_id_anilist:112419
32005,21470.0,Meitantei Conan Movie 20: Junkoku no Nightmare,Movie,97804,"Aoyama, Gosho",Original Creator,original_creator,Japanese,0,587,587,AniList,staff_id_anilist:97804
32005,21470.0,Meitantei Conan Movie 20: Junkoku no Nightmare,Movie,117563,"Shizuno, Koubun",Director,director,Japanese,7,2,7,AniList,staff_id_anilist:117563
32013,21472.0,Oshiete! Galko-chan,TV,119586,"Suzuki, Kenya",Original Creator,original_creator,Japanese,18,22,22,AniList,staff_id_anilist:119586
32013,21472.0,Oshiete! Galko-chan,TV,101726,"Kawaguchi, Keiichirou",Director,director,Japanese,28,18,28,AniList,staff_id_anilist:101726
32015,21487.0,Ajin OVA,OVA,116989,"Sakurai, Gamon",Original Creator,original_creator,Japanese,102,120,120,AniList,staff_id_anilist:116989
32015,21487.0,Ajin OVA,OVA,106475,"Andou, Hiroaki",Director,director,Japanese,2,6,6,AniList,staff_id_anilist:106475
32016,21480.0,Secret Journey,OVA,97004,"Zappa, Gou",Original Story,original_creator,Japanese,10,9,10,AniList,staff_id_anilist:97004
32016,21480.0,Secret Journey,OVA,100410,Po-ju,Original Character Design,original_character_design,Japanese,44,34,44,AniList,staff_id_anilist:100410
32023,21471.0,Bubuki Buranki,TV,119436,"Komatsuda, Daizen",Director,director,Japanese,1,5,5,AniList,staff_id_anilist:119436
32032,21452.0,Seikaisuru Kado,TV,106547,"Watanabe, Masaki",Director,director,Japanese,1,5,5,AniList,staff_id_anilist:106547
32032,21452.0,Seikaisuru Kado,TV,100509,"Arisaka, Ako",Original Character Design,original_character_design,Japanese,0,37,37,AniList,staff_id_anilist:100509
32038,21476.0,Show By Rock!! #,TV,110489,"Ikezoe, Takahiro",Director,director,Japanese,4,3,4,AniList,staff_id_anilist:110489
32039,21477.0,Show By Rock!! Short!!,TV,110489,"Ikezoe, Takahiro",Director,director,Japanese,4,3,4,AniList,staff_id_anilist:110489
32041,103323.0,Mori no Densetsu: Dai Ni Gakushou,Movie,96938,"Tezuka, Osamu",Original Creator,original_creator,Japanese,4803,1951,4803,AniList,staff_id_anilist:96938
32051,21485.0,One Piece: Adventure of Nebulandia,Special,96881,"Oda, Eiichirou",Original Creator,original_creator,Japanese,0,12919,12919,AniList,staff_id_anilist:96881
32051,21485.0,One Piece: Adventure of Nebulandia,Special,100162,"Uda, Kounosuke",Director,director,Japanese,242,39,242,AniList,staff_id_anilist:100162
32059,102101.0,Master of Torque 3,ONA,127497,"Shimoyama, Shingo",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:127497
32063,21515.0,Kyonyuu Hitozuma Onna Kyoushi Saimin,OVA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
32063,21515.0,Kyonyuu Hitozuma Onna Kyoushi Saimin,OVA,134636,"House, Sky",Original Character Design,original_character_design,Japanese,0,9,9,AniList,staff_id_anilist:134636
32071,21496.0,Gantz:O,Movie,97718,"Oku, Hiroya",Original Creator,original_creator,Japanese,1804,638,1804,AniList,staff_id_anilist:97718
32071,21496.0,Gantz:O,Movie,106039,"Satou, Shinsuke",Director,director,Japanese,1,2,2,AniList,staff_id_anilist:106039
32083,21482.0,Luck & Logic,TV,106134,"Chigira, Kouichi",Director,director,Japanese,14,9,14,AniList,staff_id_anilist:106134
32083,21482.0,Luck & Logic,TV,122251,"Shimazaki, Mari",Original Character Design,original_character_design,Japanese,1,7,7,AniList,staff_id_anilist:122251
32086,21498.0,Blame! Movie,Movie,97000,"Nihei, Tsutomu",Original Creator,original_creator,Japanese,3466,1470,3466,AniList,staff_id_anilist:97000
32086,21498.0,Blame! Movie,Movie,118468,"Seshita, Hiroyuki",Director,director,Japanese,23,7,23,AniList,staff_id_anilist:118468
32088,151638.0,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,OVA,97141,"Akatsuka, Fujio",Original Creator,original_creator,Japanese,43,35,43,AniList,staff_id_anilist:97141
32093,21495.0,Tanaka-kun wa Itsumo Kedaruge,TV,119052,"Uda, Nozomi",Original Creator,original_creator,Japanese,37,29,37,AniList,staff_id_anilist:119052
32093,21495.0,Tanaka-kun wa Itsumo Kedaruge,TV,104265,"Kawatsura, Shinya",Director,director,Japanese,50,23,50,AniList,staff_id_anilist:104265
32094,21497.0,Reikenzan: Hoshikuzu-tachi no Utage,TV,243617,"Bixia, Guowang",Original Story,original_creator,Chinese,0,0,0,AniList,staff_id_anilist:243617
32094,21497.0,Reikenzan: Hoshikuzu-tachi no Utage,TV,100656,"Suzuki, Iku",Director,director,Japanese,3,1,3,AniList,staff_id_anilist:100656
32105,21499.0,Sousei no Onmyouji,TV,107447,"Sukeno, Yoshiaki",Original Creator,original_creator,Japanese,125,88,125,AniList,staff_id_anilist:107447
32105,21499.0,Sousei no Onmyouji,TV,119841,"Taguchi, Tomohisa",Director,director,Japanese,75,90,90,AniList,staff_id_anilist:119841
32107,21572.0,Itoshi no Muco OVA,OVA,99412,"Mizushina, Takayuki",Original Creator,original_creator,Japanese,1,0,1,AniList,staff_id_anilist:99412
32108,21500.0,Digimon Adventure tri. 2: Ketsui,Movie,98767,"Hongou, Akiyoshi",Original Creator,original_creator,Japanese,88,89,89,AniList,staff_id_anilist:98767
32108,21500.0,Digimon Adventure tri. 2: Ketsui,Movie,103143,"Motonaga, Keitarou",Director,director,Japanese,64,21,64,AniList,staff_id_anilist:103143
32122,21501.0,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,96904,"Sorachi, Hideaki",Original Creator,original_creator,Japanese,9544,2863,9544,AniList,staff_id_anilist:96904
32122,21501.0,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,148596,"Miyawaki, Chizuru",Director,director,Japanese,25,17,25,AniList,staff_id_anilist:148596
32133,100893.0,Kemushi no Boro,Movie,96870,"Miyazaki, Hayao",Director,director,Japanese,74407,12085,74407,AniList,staff_id_anilist:96870
32152,99527.0,Closers: Side Blacklambs,ONA,122848,"Gu, Bong-Hoe",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:122848
32153,101090.0,Mahou Shoujo Madoka★Magica: Concept Movie,Movie,127492,"Quartet, Magica",Original Creator,original_creator,Japanese,100,132,132,AniList,staff_id_anilist:127492
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,98940,"Toudou, Izumi",Original Creator,original_creator,Japanese,51,112,112,AniList,staff_id_anilist:98940
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,147146,"Tsuchida, Yutaka",Director,director,Japanese,2,8,8,AniList,staff_id_anilist:147146
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,101458,"Umakoshi, Yoshihiko",Original Character Design,original_character_design,Japanese,342,401,401,AniList,staff_id_anilist:101458
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,119844,"Kawamura, Toshie",Original Character Design,original_character_design,Japanese,8,41,41,AniList,staff_id_anilist:119844
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,104174,"Nakatani, Yukiko",Original Character Design,original_character_design,Japanese,6,31,31,AniList,staff_id_anilist:104174
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,112045,"Takahashi, Akira",Original Character Design,original_character_design,Japanese,2,19,19,AniList,staff_id_anilist:112045
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,135978,"Inagami, Akira",Original Character Design,original_character_design,Japanese,2,5,5,AniList,staff_id_anilist:135978
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,120432,"Kagawa, Hisashi",Original Character Design,original_character_design,Japanese,3,5,5,AniList,staff_id_anilist:120432
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,121681,"Miyamoto, Emiko",Original Character Design,original_character_design,Japanese,0,4,4,AniList,staff_id_anilist:121681
32160,21504.0,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie,118546,"Satou, Masayuki",Original Character Design,original_character_design,Japanese,1,2,2,AniList,staff_id_anilist:118546
32171,21439.0,Ange Vierge,TV,118607,"Tamura, Masafumi",Director,director,Japanese,11,20,20,AniList,staff_id_anilist:118607
32171,21439.0,Ange Vierge,TV,100724,"Watanabe, Akio",Original Character Design,original_character_design,Japanese,1496,1171,1496,AniList,staff_id_anilist:100724
32171,21439.0,Ange Vierge,TV,113803,Kantoku,Original Character Design,original_character_design,Japanese,674,190,674,AniList,staff_id_anilist:113803
32171,21439.0,Ange Vierge,TV,111991,Tsunako,Original Character Design,original_character_design,Japanese,415,201,415,AniList,staff_id_anilist:111991
32171,21439.0,Ange Vierge,TV,114197,"Mishima, Kurone",Original Character Design,original_character_design,Japanese,216,225,225,AniList,staff_id_anilist:114197
32171,21439.0,Ange Vierge,TV,107006,"Tomose, Shunsaku",Original Character Design,original_character_design,Japanese,197,206,206,AniList,staff_id_anilist:107006
32171,21439.0,Ange Vierge,TV,98843,"Inugami, Kira",Original Character Design,original_character_design,Japanese,34,114,114,AniList,staff_id_anilist:98843
32171,21439.0,Ange Vierge,TV,103178,"Nakajima, Yuka",Original Character Design,original_character_design,Japanese,18,40,40,AniList,staff_id_anilist:103178
32171,21439.0,Ange Vierge,TV,100199,"Yoshioka, Sakaki",Original Character Design,original_character_design,Japanese,14,27,27,AniList,staff_id_anilist:100199
32171,21439.0,Ange Vierge,TV,111255,Ruroo,Original Character Design,original_character_design,Japanese,0,18,18,AniList,staff_id_anilist:111255
32171,21439.0,Ange Vierge,TV,107059,Ryouka,Original Character Design,original_character_design,Japanese,0,13,13,AniList,staff_id_anilist:107059
32171,21439.0,Ange Vierge,TV,109965,"Usatsuka, Eiji",Original Character Design,original_character_design,Japanese,12,11,12,AniList,staff_id_anilist:109965
32171,21439.0,Ange Vierge,TV,121743,bob,Original Character Design,original_character_design,Japanese,7,5,7,AniList,staff_id_anilist:121743
32171,21439.0,Ange Vierge,TV,113269,"Tsurugi, Hagane",Original Character Design,original_character_design,Japanese,0,3,3,AniList,staff_id_anilist:113269
32171,21439.0,Ange Vierge,TV,150984,Akabane,Original Character Design,original_character_design,Japanese,0,2,2,AniList,staff_id_anilist:150984
32171,21439.0,Ange Vierge,TV,158079,"Sasagi, Koushi",Original Character Design,original_character_design,Japanese,0,0,0,AniList,staff_id_anilist:158079
32174,21564.0,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",Special,103130,"Takao, Noriko",Director,director,Japanese,30,47,47,AniList,staff_id_anilist:103130
32175,21321.0,Shounen Maid,TV,100835,Ototachibana,Original Creator,original_creator,Japanese,1,0,1,AniList,staff_id_anilist:100835
32175,21321.0,Shounen Maid,TV,104990,"Yamamoto, Yuusuke",Director,director,Japanese,53,50,53,AniList,staff_id_anilist:104990
32182,21507.0,Mob Psycho 100,TV,111993,ONE,Original Creator,original_creator,Japanese,10101,4312,10101,AniList,staff_id_anilist:111993
32182,21507.0,Mob Psycho 100,TV,113371,"Tachikawa, Yuzuru",Director,director,Japanese,575,340,575,AniList,staff_id_anilist:113371
32189,21509.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,116779,"Kodaka, Kazutaka",Original Story,original_creator,Japanese,939,460,939,AniList,staff_id_anilist:116779
32189,21509.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,101909,"Kishi, Seiji",Director,director,Japanese,419,116,419,AniList,staff_id_anilist:101909
32189,21509.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,123200,"Fukuoka, Daiki",Director,director,Japanese,25,3,25,AniList,staff_id_anilist:123200
32189,21509.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,116781,"Komatsuzaki, Rui",Original Character Design,original_character_design,Japanese,145,154,154,AniList,staff_id_anilist:116781
32195,104957.0,Junjou Shoujo Et Cetera Specials,Special,117967,Miyabi,Original Creator,original_creator,Japanese,10,40,40,AniList,staff_id_anilist:117967
32212,21512.0,Ensemble Stars!,TV,111031,"Hishida, Masakazu",Director,director,Japanese,8,24,24,AniList,staff_id_anilist:111031
32214,21511.0,Koukaku no Pandora,TV,97609,"Shirow, Masamune",Original Story,original_creator,Japanese,1222,391,1222,AniList,staff_id_anilist:97609
32214,21511.0,Koukaku no Pandora,TV,101010,"Nawa, Munenori",Director,director,Japanese,9,72,72,AniList,staff_id_anilist:101010
32214,21511.0,Koukaku no Pandora,TV,99237,"Rikudo, Koushi",Original Character Design,original_character_design,Japanese,0,30,30,AniList,staff_id_anilist:99237
32215,21573.0,High School DxD BorN: Yomigaeranai Fushichou,OVA,109785,"Yanagisawa, Tetsuya",Director,director,Japanese,33,11,33,AniList,staff_id_anilist:109785
32222,121663.0,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,Movie,104813,"Ushiro, Shinji",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:104813
32222,121663.0,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,Movie,134270,"Yokoi, Kenji",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:134270
32224,117792.0,Mako-chan no Koutsuu Anzen,Movie,167851,"Teizou, Ueda",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:167851
32228,21513.0,Teekyuu 7,TV,114665,"Terada, Tsugeo",Original Story,original_creator,Japanese,3,9,9,AniList,staff_id_anilist:114665
32228,21513.0,Teekyuu 7,TV,100652,"Itagaki, Shin",Director,director,Japanese,51,32,51,AniList,staff_id_anilist:100652
32228,21513.0,Teekyuu 7,TV,114667,Piyo,Original Character Design,original_character_design,Japanese,1,6,6,AniList,staff_id_anilist:114667
32230,102765.0,Xi You Ji,TV,248750,"Wu, Chengen",Original Story,original_creator,Chinese,0,10,10,AniList,staff_id_anilist:248750
32238,21580.0,"Watashi wa, Kairaku Izonshou",OVA,118303,"Ootori, Mahiro",Original Creator,original_creator,Japanese,5,44,44,AniList,staff_id_anilist:118303
32245,21516.0,Kuromukuro,TV,97762,"Okamura, Tensai",Director,director,Japanese,350,88,350,AniList,staff_id_anilist:97762
32247,99717.0,Tekkon Kinkreet Pilot,Special,97409,"Matsumoto, Taiyou",Original Creator,original_creator,Japanese,2047,1488,2047,AniList,staff_id_anilist:97409
32247,99717.0,Tekkon Kinkreet Pilot,Special,100066,"Morimoto, Kouji",Director,director,Japanese,339,169,339,AniList,staff_id_anilist:100066
32255,162693.0,Ashita Kirarin,OVA,148665,"Morita, Hiromitsu",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:148665
32257,139020.0,Mahou no Tenshi Creamy Mami no Otogibanashi,Special,133925,"Ohara, Hidekazu",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:133925
32262,21517.0,Renai Boukun,TV,113557,"Mihoshi, Megane",Original Creator,original_creator,Japanese,13,17,17,AniList,staff_id_anilist:113557
32262,21517.0,Renai Boukun,TV,119336,"Nigorikawa, Atsushi",Director,director,Japanese,5,5,5,AniList,staff_id_anilist:119336
32267,21521.0,Kowaremono: Risa The Animation,OVA,112419,Yoshiron,Original Creator,original_creator,Japanese,8,16,16,AniList,staff_id_anilist:112419
32268,21520.0,Koyomimonogatari,ONA,100254,NISIOISIN,Original Creator,original_creator,Japanese,0,7142,7142,AniList,staff_id_anilist:100254
32268,21520.0,Koyomimonogatari,ONA,110639,"Itamura, Tomoyuki",Director,director,Japanese,614,456,614,AniList,staff_id_anilist:110639
32268,21520.0,Koyomimonogatari,ONA,103594,VOFAN,Original Character Design,original_character_design,Japanese,531,650,650,AniList,staff_id_anilist:103594
32271,21555.0,Dies Irae,TV,120601,"Masada, Takashi",Original Story,original_creator,Japanese,90,146,146,AniList,staff_id_anilist:120601
32271,21555.0,Dies Irae,TV,104856,"Kudou, Susumu",Director,director,Japanese,8,6,8,AniList,staff_id_anilist:104856
32271,21555.0,Dies Irae,TV,114968,G-Yuusuke,Original Character Design,original_character_design,Japanese,25,71,71,AniList,staff_id_anilist:114968
32274,21528.0,Ketsuekigata-kun! 4,TV,119685,"Ooyama, Yoshihisa",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:119685
32281,21519.0,Kimi no Na wa.,Movie,96117,"Shinkai, Makoto",Original Creator,original_creator,Japanese,33966,6803,33966,AniList,staff_id_anilist:96117
32281,21519.0,Kimi no Na wa.,Movie,96117,"Shinkai, Makoto",Director,director,Japanese,33966,6803,33966,AniList,staff_id_anilist:96117
32282,21518.0,Shokugeki no Souma: Ni no Sara,TV,114791,"Tsukuda, Yuuto",Original Story,original_creator,Japanese,121,45,121,AniList,staff_id_anilist:114791
32282,21518.0,Shokugeki no Souma: Ni no Sara,TV,107262,"Yonetani, Yoshitomo",Director,director,Japanese,56,35,56,AniList,staff_id_anilist:107262
32282,21518.0,Shokugeki no Souma: Ni no Sara,TV,106085,"Saeki, Shun",Original Character Design,original_character_design,Japanese,290,131,290,AniList,staff_id_anilist:106085
32287,21657.0,Kanamewo,ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32293,104926.0,Kerorinpasu,ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32294,102034.0,Ai (ONA),ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32296,145913.0,Present made no Michinori,ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32297,103420.0,Tenkou Kotofumi,ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32298,104130.0,Nakanaori,ONA,119702,Rapparu,Director,director,Japanese,110,64,110,AniList,staff_id_anilist:119702
32301,21534.0,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,TV,119394,"Akitaya, Noriaki",Director,director,Japanese,7,11,11,AniList,staff_id_anilist:119394
32301,21534.0,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,TV,106085,"Saeki, Shun",Original Character Design,original_character_design,Japanese,290,131,290,AniList,staff_id_anilist:106085
32309,21544.0,Tabi Machi Late Show,TV,142774,"Numata, Yuu",Director,director,Japanese,1,0,1,AniList,staff_id_anilist:142774
32313,21540.0,Concrete Revolutio: Choujin Gensou - The Last Song,TV,101490,"Aikawa, Shou",Original Creator,original_creator,Japanese,53,44,53,AniList,staff_id_anilist:101490
32313,21540.0,Concrete Revolutio: Choujin Gensou - The Last Song,TV,100083,"Mizushima, Seiji",Director,director,Japanese,127,42,127,AniList,staff_id_anilist:100083
32313,21540.0,Concrete Revolutio: Choujin Gensou - The Last Song,TV,98459,"Hikawa, Hekiru",Original Character Design,original_character_design,Japanese,4,7,7,AniList,staff_id_anilist:98459
32321,21821.0,Lupin III (2015): Italian Game,Special,97385,"Punch, Monkey",Original Creator,original_creator,Japanese,403,253,403,AniList,staff_id_anilist:97385
32321,21821.0,Lupin III (2015): Italian Game,Special,111499,"Yano, Yuuichirou",Director,director,Japanese,3,6,6,AniList,staff_id_anilist:111499
32323,21818.0,Aishen Qiaokeli-ing...,ONA,120083,"Tianzong, Vivian",Original Creator,original_creator,Japanese,0,2,2,AniList,staff_id_anilist:120083
32323,21818.0,Aishen Qiaokeli-ing...,ONA,177152,"Xiong, Ke",Director,director,Chinese,26,16,26,AniList,staff_id_anilist:177152
32355,21514.0,Toshi Densetsu Series,OVA,119731,"Satsuki, Imonet",Original Creator,original_creator,Japanese,35,89,89,AniList,staff_id_anilist:119731
32360,21557.0,Qualidea Code,TV,118442,"Kawamura, Kenichi",Director,director,Japanese,7,9,9,AniList,staff_id_anilist:118442
32360,21557.0,Qualidea Code,TV,119419,Matsuryuu,Original Character Design,original_character_design,Japanese,0,9,9,AniList,staff_id_anilist:119419
32365,21579.0,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Special,96879,"Kishimoto, Masashi",Original Creator,original_creator,Japanese,14612,2825,14612,AniList,staff_id_anilist:96879
32366,21588.0,Gintama°: Aizome Kaori-hen,OVA,96904,"Sorachi, Hideaki",Original Creator,original_creator,Japanese,9544,2863,9544,AniList,staff_id_anilist:96904
32370,21558.0,D.Gray-man Hallow,TV,96892,"Hoshino, Katsura",Original Creator,original_creator,Japanese,1550,482,1550,AniList,staff_id_anilist:96892
32370,21558.0,D.Gray-man Hallow,TV,118719,"Ashino, Yoshiharu",Director,director,Japanese,4,0,4,AniList,staff_id_anilist:118719
32376,21589.0,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special,96886,"Kibayashi, Shin",Original Story,original_creator,Japanese,78,52,78,AniList,staff_id_anilist:96886
32376,21589.0,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special,97368,"Satou, Fumiya",Original Character Design,original_character_design,Japanese,11,4,11,AniList,staff_id_anilist:97368
32379,21560.0,Berserk,TV,96868,"Miura, Kentarou",Original Creator,original_creator,Japanese,26708,8842,26708,AniList,staff_id_anilist:96868
32379,21560.0,Berserk,TV,100652,"Itagaki, Shin",Director,director,Japanese,51,32,51,AniList,staff_id_anilist:100652
32380,21574.0,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,118869,"Akatsuki, Natsume",Original Story,original_creator,Japanese,885,578,885,AniList,staff_id_anilist:118869
32380,21574.0,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,106299,"Kanasaki, Takaomi",Director,director,Japanese,149,127,149,AniList,staff_id_anilist:106299
32380,21574.0,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,114197,"Mishima, Kurone",Original Character Design,original_character_design,Japanese,216,225,225,AniList,staff_id_anilist:114197
32383,21591.0,Osomatsu-san Short Film Series,Special,97141,"Akatsuka, Fujio",Original Creator,original_creator,Japanese,43,35,43,AniList,staff_id_anilist:97141
32383,21591.0,Osomatsu-san Short Film Series,Special,107437,"Fujita, Youichi",Director,director,Japanese,136,22,136,AniList,staff_id_anilist:107437
32400,21530.0,KochinPa!,TV,122070,"Sugahara, Souta",Director,director,Japanese,34,44,44,AniList,staff_id_anilist:122070
32405,21583.0,Marshmallow★Imouto★Succubus★,OVA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
32405,21583.0,Marshmallow★Imouto★Succubus★,OVA,108539,"Sanagi, Torajirou",Original Character Design,original_character_design,Japanese,64,95,95,AniList,staff_id_anilist:108539
32407,21563.0,Clockwork Planet,TV,99212,"Kamiya, Yuu",Original Story,original_creator,Japanese,839,249,839,AniList,staff_id_anilist:99212
32407,21563.0,Clockwork Planet,TV,118675,"Himana, Tsubaki",Original Story,original_creator,Japanese,2,2,2,AniList,staff_id_anilist:118675
32407,21563.0,Clockwork Planet,TV,106483,"Nagasawa, Tsuyoshi",Director,director,Japanese,5,1,5,AniList,staff_id_anilist:106483
32407,21563.0,Clockwork Planet,TV,118669,Shino,Original Character Design,original_character_design,Japanese,7,17,17,AniList,staff_id_anilist:118669
32409,102508.0,Shinmai Maou no Testament Burst Specials,Special,110505,"Uesu, Tetsuto",Original Story,original_creator,Japanese,37,27,37,AniList,staff_id_anilist:110505
32409,102508.0,Shinmai Maou no Testament Burst Specials,Special,117125,"Ookuma, Nekosuke",Original Character Design,original_character_design,Japanese,38,57,57,AniList,staff_id_anilist:117125
32415,102098.0,Garo: Honoo no Kokuin - Home,Special,101953,"Amemiya, Keita",Original Creator,original_creator,Japanese,37,57,57,AniList,staff_id_anilist:101953
32415,102098.0,Garo: Honoo no Kokuin - Home,Special,115016,"Hayashi, Yuuichirou",Director,director,Japanese,286,191,286,AniList,staff_id_anilist:115016
32423,21634.0,Pretty x Cation The Animation,OVA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
32423,21634.0,Pretty x Cation The Animation,OVA,133234,Oryo,Original Character Design,original_character_design,Japanese,0,83,83,AniList,staff_id_anilist:133234
32438,21567.0,Mayoiga,TV,104552,"Mizushima, Tsutomu",Director,director,Japanese,353,178,353,AniList,staff_id_anilist:104552
32447,21568.0,Nora to Oujo to Noraneko Heart,TV,122366,"Morii, Kenshirou",Director,director,Japanese,20,3,20,AniList,staff_id_anilist:122366
32447,21568.0,Nora to Oujo to Noraneko Heart,TV,163571,"Oozora, Itsuki",Original Character Design,original_character_design,Japanese,4,5,5,AniList,staff_id_anilist:163571
32454,21570.0,Usakame,TV,114665,"Terada, Tsugeo",Original Story,original_creator,Japanese,3,9,9,AniList,staff_id_anilist:114665
32454,21570.0,Usakame,TV,123513,"Kirisawa, Juuzo",Original Story,original_creator,Japanese,0,1,1,AniList,staff_id_anilist:123513
32454,21570.0,Usakame,TV,100652,"Itagaki, Shin",Director,director,Japanese,51,32,51,AniList,staff_id_anilist:100652
32454,21570.0,Usakame,TV,114667,Piyo,Original Character Design,original_character_design,Japanese,1,6,6,AniList,staff_id_anilist:114667
32455,124131.0,Gekidol: Actidol Project,TV,242744,"Ueda, Shigeru",Director,director,Japanese,20,2,20,AniList,staff_id_anilist:242744
32455,124131.0,Gekidol: Actidol Project,TV,103346,"Sekiya, Asami",Original Character Design,original_character_design,Japanese,24,46,46,AniList,staff_id_anilist:103346
32461,97735.0,Mitsuami no Kamisama,Movie,111947,"Kyou, Machiko",Original Creator,original_creator,Japanese,57,112,112,AniList,staff_id_anilist:111947
32461,97735.0,Mitsuami no Kamisama,Movie,106501,"Itazu, Yoshimi",Director,director,Japanese,8,16,16,AniList,staff_id_anilist:106501
32483,21713.0,Cheer Danshi!!,TV,120049,"Asai, Ryou",Original Creator,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:120049
32483,21713.0,Cheer Danshi!!,TV,111067,"Yoshimura, Ai",Director,director,Japanese,95,21,95,AniList,staff_id_anilist:111067
