user_level,candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity
Beginner,47,554,0.9494584837545126,0.9494584837545126,0.7717925254517576,0.714492917832268,0.7159285545349121,1.0,0.6368,0.1045,0.0012,0.1205,0.1181,0.0188
Beginner,107,554,0.9494584837545126,0.9494584837545126,0.7712139961699653,0.713762300675658,0.7153849005699158,1.0,0.5851,0.1277,0.0672,0.0663,0.0745,0.0793
Beginner,83,554,0.9494584837545126,0.9494584837545126,0.7700686477485935,0.7122022832762905,0.7142844200134277,1.0,0.4119,0.0579,0.1346,0.2035,0.1515,0.0405
Beginner,67,554,0.9494584837545126,0.9494584837545126,0.7683844142776524,0.7102268169055173,0.7122851014137268,1.0,0.5074,0.0898,0.2063,0.089,0.0647,0.0428
Beginner,50,554,0.9494584837545126,0.9494584837545126,0.766697931544574,0.7079008236047947,0.709946870803833,1.0,0.4833,0.1518,0.2258,0.0569,0.0794,0.0029
Beginner,121,554,0.9494584837545126,0.9494584837545126,0.7666637335210703,0.707776188913373,0.7098034620285034,1.0,0.4681,0.1671,0.2552,0.0076,0.0683,0.0338
Beginner,81,554,0.9494584837545126,0.9494584837545126,0.7655835350431868,0.7063859325592178,0.7082210779190063,1.0,0.606,0.0921,0.1289,0.0474,0.0843,0.0414
Beginner,41,554,0.9494584837545126,0.9494584837545126,0.7654685458669468,0.7069111694562958,0.7084318995475769,1.0,0.7577,0.0537,0.0852,0.0075,0.0917,0.0042
Beginner,75,554,0.9476534296028881,0.9476534296028881,0.7757722162991453,0.7197051744885681,0.7215383648872375,1.0,0.4093,0.104,0.0208,0.1392,0.1959,0.1308
Beginner,18,554,0.9476534296028881,0.9476534296028881,0.7723605067872289,0.7157778793609118,0.7177367210388184,1.0,0.4775,0.1984,0.1801,0.0211,0.048,0.075
Beginner,52,554,0.9476534296028881,0.9476534296028881,0.7702405800427989,0.7128461640645756,0.7145072221755981,1.0,0.6058,0.1079,0.0271,0.05,0.1131,0.0962
Beginner,59,554,0.9476534296028881,0.9476534296028881,0.7699565572672432,0.7124600830377004,0.7143339514732361,1.0,0.5653,0.089,0.0607,0.1463,0.0491,0.0897
Beginner,57,554,0.9476534296028881,0.9476534296028881,0.7698956722160373,0.7130833216122024,0.7155267000198364,1.0,0.3744,0.1372,0.2862,0.1693,0.0111,0.0219
Beginner,24,554,0.9476534296028881,0.9476534296028881,0.7684994586069104,0.7106442193987319,0.7123746871948242,1.0,0.5805,0.1428,0.0479,0.0911,0.0816,0.0561
