user_level,candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity
Casual,110,1023,0.9589442815249267,0.9589442815249267,0.7655281900886732,0.7040077496089227,0.7059857249259949,1.0,0.6019,0.0005,0.0646,0.0804,0.2485,0.0041
Casual,65,1023,0.9589442815249267,0.9589442815249267,0.758020412182614,0.6938608258256351,0.6957686543464661,1.0,0.4679,0.0035,0.0225,0.0114,0.3785,0.1162
Casual,13,1023,0.9579667644183774,0.9579667644183774,0.7674742397792415,0.7068117285126084,0.7088289856910706,1.0,0.549,0.0975,0.1428,0.1044,0.0948,0.0116
Casual,40,1023,0.9579667644183774,0.9579667644183774,0.7669779486962652,0.7058037080764353,0.7077661156654358,1.0,0.2397,0.383,0.1458,0.1093,0.1,0.0221
Casual,101,1023,0.9579667644183774,0.9579667644183774,0.7653818061971606,0.703922199230117,0.7058390974998474,1.0,0.3746,0.2796,0.1837,0.0192,0.0201,0.1227
Casual,9,1023,0.9579667644183774,0.9579667644183774,0.76348074150324,0.7010012850188803,0.7032575607299805,1.0,0.188,0.2563,0.1971,0.1822,0.1531,0.0232
Casual,105,1023,0.9579667644183774,0.9579667644183774,0.758539186770742,0.6952865479258441,0.6974051594734192,1.0,0.2201,0.1939,0.3279,0.191,0.0576,0.0094
Casual,120,1023,0.9579667644183774,0.9579667644183774,0.7523500801444554,0.68670382783286,0.6888565421104431,1.0,0.1472,0.219,0.2305,0.2509,0.1317,0.0207
Casual,12,1023,0.956989247311828,0.956989247311828,0.7730469199725467,0.7138906168231681,0.7158254384994507,1.0,0.3525,0.3302,0.0909,0.0609,0.1534,0.012
Casual,115,1023,0.956989247311828,0.956989247311828,0.7672293498160294,0.706467799063107,0.7084115743637085,1.0,0.5753,0.1523,0.1242,0.0494,0.0904,0.0084
Casual,11,1023,0.956989247311828,0.956989247311828,0.7671192323636609,0.7067214174985437,0.7085452079772949,1.0,0.5758,0.0921,0.032,0.1563,0.0878,0.0561
Casual,23,1023,0.956989247311828,0.956989247311828,0.7651028182373903,0.7039235392607827,0.7060718536376953,1.0,0.5198,0.042,0.1141,0.0429,0.1756,0.1056
Casual,67,1023,0.956989247311828,0.956989247311828,0.7650280687391119,0.7039987925618425,0.7060690522193909,1.0,0.5074,0.0898,0.2063,0.089,0.0647,0.0428
Casual,63,1023,0.956989247311828,0.956989247311828,0.762965440304128,0.7013241266173816,0.7034057974815369,1.0,0.5745,0.0388,0.1612,0.0831,0.1159,0.0265
Casual,68,1023,0.9560117302052786,0.9560117302052786,0.7685190989756508,0.7090162905412171,0.7109897136688232,1.0,0.3691,0.2056,0.079,0.0243,0.102,0.22
Casual,102,1023,0.9560117302052786,0.9560117302052786,0.7681745851090586,0.7080965358091457,0.7099300026893616,1.0,0.3305,0.3915,0.083,0.0212,0.1659,0.008
Casual,88,1023,0.9560117302052786,0.9560117302052786,0.7664910037563987,0.706125280172201,0.7081429958343506,1.0,0.4568,0.2397,0.1427,0.1161,0.0108,0.0339
Casual,107,1023,0.9560117302052786,0.9560117302052786,0.7663481612935168,0.705685326946324,0.7076253890991211,1.0,0.5851,0.1277,0.0672,0.0663,0.0745,0.0793
Casual,85,1023,0.9560117302052786,0.9560117302052786,0.765830478655173,0.7052039738256747,0.7074053287506104,1.0,0.4001,0.1148,0.1735,0.1726,0.1049,0.0341
Casual,70,1023,0.9560117302052786,0.9560117302052786,0.7652473845749848,0.704197681323781,0.7061644792556763,1.0,0.622,0.1225,0.1107,0.0474,0.0799,0.0175
Casual,95,1023,0.9560117302052786,0.9560117302052786,0.7641965490486649,0.7032758460177815,0.704978346824646,1.0,0.5338,0.1864,0.0501,0.042,0.0271,0.1607
Casual,22,1023,0.9560117302052786,0.9560117302052786,0.7624896175366371,0.7008308190126372,0.7031174898147583,1.0,0.427,0.0586,0.2451,0.0556,0.2081,0.0057
Casual,3,1023,0.9550342130987293,0.9550342130987293,0.7645617262494674,0.7036977440936385,0.7056890726089478,1.0,0.65,0.1,0.1,0.05,0.07,0.03
Casual,64,1023,0.9550342130987293,0.9550342130987293,0.7643953192757215,0.7037757127199942,0.7058988213539124,1.0,0.54,0.0962,0.1375,0.1506,0.0674,0.0083
Casual,30,1023,0.9550342130987293,0.9550342130987293,0.7632861553606581,0.7020272195492138,0.7037801742553711,1.0,0.7105,0.0684,0.0167,0.0185,0.0763,0.1096
Casual,24,1023,0.9540566959921799,0.9540566959921799,0.7660275045942734,0.7056749240766835,0.707702100276947,1.0,0.5805,0.1428,0.0479,0.0911,0.0816,0.0561
Casual,81,1023,0.9540566959921799,0.9540566959921799,0.7654009514953627,0.705107033186212,0.7073296308517456,1.0,0.606,0.0921,0.1289,0.0474,0.0843,0.0414
Casual,117,1023,0.9540566959921799,0.9540566959921799,0.763431192701524,0.7026480063870093,0.7049077153205872,1.0,0.4843,0.0579,0.1479,0.0109,0.1329,0.166
Casual,41,1023,0.9540566959921799,0.9540566959921799,0.763055603670112,0.7020511637813689,0.7039570808410645,1.0,0.7577,0.0537,0.0852,0.0075,0.0917,0.0042
Casual,19,1023,0.9540566959921799,0.9540566959921799,0.763042923569174,0.7018600683556695,0.7039340138435364,1.0,0.2783,0.4117,0.1101,0.0584,0.1299,0.0117
Casual,79,1023,0.9540566959921799,0.9540566959921799,0.7621592663001961,0.7012081434368825,0.7034832239151001,1.0,0.4408,0.1065,0.2497,0.1233,0.0534,0.0263
Casual,47,1023,0.9530791788856305,0.9530791788856305,0.7687021022532474,0.7096978371905058,0.7117056250572205,1.0,0.6368,0.1045,0.0012,0.1205,0.1181,0.0188
Casual,98,1023,0.9530791788856305,0.9530791788856305,0.7667894704516021,0.7071558342819341,0.7092832922935486,1.0,0.4499,0.2226,0.0494,0.1613,0.0533,0.0636
Casual,59,1023,0.9530791788856305,0.9530791788856305,0.7637039479621204,0.7035286533820259,0.7055954933166504,1.0,0.5653,0.089,0.0607,0.1463,0.0491,0.0897
Casual,126,1023,0.9530791788856305,0.9530791788856305,0.7626251471773179,0.7019106368813114,0.7041487097740173,1.0,0.6465,0.0384,0.1017,0.0657,0.0939,0.0538
Casual,104,1023,0.9530791788856305,0.9530791788856305,0.7613713092781719,0.7004354394383719,0.7028234601020813,1.0,0.3919,0.1178,0.2171,0.1727,0.0652,0.0352
Casual,10,1023,0.9521016617790812,0.9521016617790812,0.7676761855643721,0.7085450581784893,0.7104438543319702,1.0,0.5606,0.2748,0.0854,0.008,0.0458,0.0254
Casual,106,1023,0.9521016617790812,0.9521016617790812,0.7662808393865872,0.7066714131963399,0.7086465358734131,1.0,0.6015,0.1587,0.0178,0.1275,0.0843,0.0102
Casual,58,1023,0.9521016617790812,0.9521016617790812,0.7656896490891132,0.7059987883301666,0.70795738697052,1.0,0.4494,0.3499,0.0982,0.0236,0.0573,0.0216
Casual,77,1023,0.9521016617790812,0.9521016617790812,0.7654058317761572,0.705273373308564,0.7070692181587219,1.0,0.711,0.1583,0.0062,0.0267,0.0972,0.0005
Casual,49,1023,0.9521016617790812,0.9521016617790812,0.7651785630501354,0.7056392369442223,0.7076476812362671,1.0,0.4578,0.1928,0.0116,0.0872,0.0632,0.1875
Casual,46,1023,0.9521016617790812,0.9521016617790812,0.7640643826090795,0.7039654681150282,0.7063116431236267,1.0,0.5769,0.0418,0.0554,0.0831,0.1296,0.1131
Casual,17,1023,0.9521016617790812,0.9521016617790812,0.7630927210352327,0.7027097888534838,0.7048086524009705,1.0,0.3237,0.4012,0.1301,0.0561,0.0687,0.0203
Casual,34,1023,0.9521016617790812,0.9521016617790812,0.7622968203763256,0.7018936749142027,0.7042068243026733,1.0,0.5936,0.0397,0.1304,0.0593,0.0809,0.096
Casual,6,1023,0.9521016617790812,0.9521016617790812,0.7619739184682425,0.7015813067132715,0.7039220929145813,1.0,0.4,0.1,0.1,0.1,0.1,0.2
Casual,55,1023,0.9521016617790812,0.9521016617790812,0.7613936043057318,0.7005091058610119,0.7025011777877808,1.0,0.7091,0.0914,0.0413,0.089,0.028,0.0411
Casual,27,1023,0.9521016617790812,0.9521016617790812,0.7611969529888035,0.7001775187992196,0.70206618309021,1.0,0.7641,0.0666,0.0197,0.0246,0.0414,0.0835
Casual,100,1023,0.9521016617790812,0.9521016617790812,0.7611623438707925,0.7004412227286128,0.7029505372047424,1.0,0.286,0.1686,0.3995,0.0929,0.0316,0.0214
Casual,94,1023,0.9521016617790812,0.9521016617790812,0.7587970525657886,0.6975042281493894,0.6997845768928528,1.0,0.4962,0.0946,0.2798,0.1015,0.0097,0.0182
Casual,57,1023,0.9521016617790812,0.9521016617790812,0.7581834582113267,0.6967139626963673,0.6990629434585571,1.0,0.3744,0.1372,0.2862,0.1693,0.0111,0.0219
Casual,92,1023,0.9521016617790812,0.9521016617790812,0.7562722297288371,0.6942644924316479,0.6964930891990662,1.0,0.5543,0.0532,0.2641,0.0443,0.0195,0.0645
Casual,42,1023,0.9511241446725318,0.9511241446725318,0.7605318680675016,0.6997927536783841,0.7022581100463867,1.0,0.4035,0.0418,0.1132,0.0038,0.2367,0.201
Casual,93,1023,0.9511241446725318,0.9511241446725318,0.7590911497111443,0.6979075421157531,0.7002875804901123,1.0,0.3676,0.102,0.0251,0.2658,0.1742,0.0653
Casual,83,1023,0.9501466275659824,0.9501466275659824,0.759615028628055,0.6989932138025979,0.701535701751709,1.0,0.4119,0.0579,0.1346,0.2035,0.1515,0.0405
Casual,90,1023,0.9491691104594331,0.9491691104594331,0.7654643326434977,0.7064355325352393,0.7086551189422607,1.0,0.4259,0.2767,0.0192,0.1304,0.0582,0.0895
Casual,61,1023,0.9491691104594331,0.9491691104594331,0.7645548439522037,0.7056139526814013,0.7077205181121826,1.0,0.5128,0.242,0.0246,0.1088,0.0088,0.103
Casual,43,1023,0.9491691104594331,0.9491691104594331,0.7620918968366959,0.7024684775417913,0.7046917080879211,1.0,0.6735,0.02,0.0088,0.1433,0.0942,0.0602
Casual,123,1023,0.9491691104594331,0.9491691104594331,0.7577453097236458,0.6969955101919911,0.6994605660438538,1.0,0.6176,0.0167,0.1883,0.0761,0.0722,0.0292
Casual,71,1023,0.9481915933528837,0.9481915933528837,0.7583435535877787,0.6978287271542403,0.7002029418945312,1.0,0.6443,0.066,0.1292,0.1296,0.0225,0.0084
Casual,103,1023,0.9481915933528837,0.9481915933528837,0.7565507466404648,0.695069145582342,0.6973949670791626,1.0,0.7037,0.1055,0.1243,0.041,0.0065,0.019
Casual,125,1023,0.9472140762463344,0.9472140762463344,0.7583079621445149,0.6982177592148265,0.7009439468383789,1.0,0.3326,0.1035,0.1056,0.0921,0.1309,0.2353
Casual,86,1023,0.9472140762463344,0.9472140762463344,0.7573681519189811,0.6967336399887719,0.6995410323143005,1.0,0.3633,0.0656,0.1346,0.2092,0.1485,0.0787
Casual,20,1023,0.9472140762463344,0.9472140762463344,0.7556715188343668,0.6946806072172641,0.6968746185302734,1.0,0.7727,0.0095,0.0459,0.0734,0.0209,0.0777
Casual,116,1023,0.946236559139785,0.946236559139785,0.7625227090801346,0.7035677963830457,0.7059105634689331,1.0,0.6263,0.1603,0.0215,0.1336,0.0376,0.0206
Casual,44,1023,0.946236559139785,0.946236559139785,0.7616692407658797,0.7028898466581751,0.7053189277648926,1.0,0.6323,0.0418,0.0591,0.0324,0.0697,0.1647
Casual,7,1023,0.946236559139785,0.946236559139785,0.7614400201166607,0.7021620689509251,0.7043799757957458,1.0,0.6359,0.1931,0.0251,0.1231,0.0196,0.0031
Casual,108,1023,0.946236559139785,0.946236559139785,0.7583620309111827,0.6989164088870833,0.7013036012649536,1.0,0.5744,0.0457,0.0511,0.2508,0.0718,0.0061
Casual,78,1023,0.946236559139785,0.946236559139785,0.7574274024682123,0.6975759903179257,0.6999667882919312,1.0,0.5826,0.0715,0.0971,0.1982,0.0035,0.047
Casual,118,1023,0.9452590420332356,0.9452590420332356,0.7510264120940073,0.6890589317275534,0.6919007301330566,1.0,0.3685,0.041,0.0626,0.2452,0.2234,0.0593
Casual,97,1023,0.9452590420332356,0.9452590420332356,0.7503745506528854,0.688662141594693,0.6915055513381958,1.0,0.3439,0.1592,0.1855,0.0378,0.0183,0.2553
Casual,16,1023,0.9442815249266863,0.9442815249266863,0.758338775678812,0.6992574114274994,0.7016328573226929,1.0,0.6279,0.064,0.011,0.2343,0.0445,0.0183
Casual,39,1023,0.9442815249266863,0.9442815249266863,0.7579067884899546,0.6987722850626077,0.7013738751411438,1.0,0.5791,0.0493,0.0534,0.2147,0.0418,0.0617
Casual,8,1023,0.9442815249266863,0.9442815249266863,0.7546406102100877,0.6943927474719264,0.6968072652816772,1.0,0.7187,0.0227,0.1034,0.1417,0.0079,0.0056
Casual,119,1023,0.9433040078201369,0.9433040078201369,0.7616145803926466,0.7034366496976469,0.7055163979530334,1.0,0.5329,0.3405,0.014,0.0035,0.053,0.0562
Casual,14,1023,0.9433040078201369,0.9433040078201369,0.753109248718785,0.6924747051579896,0.695414662361145,1.0,0.3824,0.0748,0.1618,0.2561,0.1189,0.0061
Casual,1,1023,0.9423264907135875,0.9423264907135875,0.7545183933415692,0.6944815068715361,0.6974136233329773,1.0,0.5,0.0,0.15,0.15,0.12,0.08
Casual,87,1023,0.9423264907135875,0.9423264907135875,0.7509489924200577,0.6900101771802651,0.6929740905761719,1.0,0.3689,0.0436,0.1667,0.2122,0.0955,0.1131
Casual,114,1023,0.9423264907135875,0.9423264907135875,0.7430014558923463,0.6793584144757165,0.6819289922714233,1.0,0.2532,0.4642,0.1327,0.02,0.0453,0.0846
Casual,33,1023,0.9413489736070382,0.9413489736070382,0.7457744643090645,0.6834821825291033,0.6864479780197144,1.0,0.2879,0.1666,0.1061,0.3431,0.0666,0.0297
Casual,122,1023,0.9403714565004888,0.9403714565004888,0.7466446060768122,0.6853040600108049,0.6881194710731506,1.0,0.4526,0.0191,0.1936,0.1462,0.0271,0.1614
Casual,35,1023,0.9393939393939394,0.9393939393939394,0.7474143182871091,0.6868297554514563,0.6896959543228149,1.0,0.3922,0.0902,0.1785,0.3124,0.0079,0.0188
Casual,96,1023,0.9384164222873901,0.9384164222873901,0.7529311331704507,0.6941630732686451,0.6970751881599426,1.0,0.4925,0.1168,0.0325,0.1158,0.0127,0.2297
Casual,54,1023,0.9384164222873901,0.9384164222873901,0.7482140462839612,0.6878534330880373,0.6907984614372253,1.0,0.3735,0.131,0.036,0.3591,0.0637,0.0368
Casual,89,1023,0.9364613880742912,0.9364613880742912,0.7431051254926366,0.6814414568813395,0.6846373677253723,1.0,0.2933,0.0477,0.0149,0.2785,0.206,0.1596
Casual,69,1023,0.9364613880742912,0.9364613880742912,0.7420357270815746,0.6799814229432998,0.6833199858665466,1.0,0.2823,0.0069,0.2696,0.1033,0.2096,0.1284
Casual,38,1023,0.9354838709677419,0.9354838709677419,0.7455892594955413,0.6852146305958622,0.6884546279907227,1.0,0.3693,0.0528,0.2103,0.2902,0.0696,0.0078
Casual,111,1023,0.9345063538611925,0.9345063538611925,0.7403690137780297,0.6783400616978329,0.6817019581794739,1.0,0.2913,0.0291,0.0259,0.1505,0.2543,0.2489
Casual,51,1023,0.9345063538611925,0.9345063538611925,0.7400735503450246,0.6782945359191693,0.681768536567688,1.0,0.2325,0.0473,0.3064,0.1622,0.1104,0.1412
Casual,80,1023,0.9335288367546432,0.9335288367546432,0.748685922119421,0.6896121880725986,0.6930689215660095,1.0,0.4107,0.0589,0.0356,0.2111,0.0933,0.1904
Casual,72,1023,0.9335288367546432,0.9335288367546432,0.7480963982328391,0.6891678973790412,0.6922925710678101,1.0,0.527,0.0452,0.0272,0.1409,0.0301,0.2298
Casual,76,1023,0.9305962854349951,0.9305962854349951,0.7413911457105292,0.6812202107656654,0.6846508979797363,1.0,0.3006,0.0459,0.4086,0.1656,0.0373,0.0422
Casual,113,1023,0.9305962854349951,0.9305962854349951,0.7299452617344314,0.6665588647260202,0.6700332760810852,1.0,0.213,0.0682,0.3142,0.2159,0.023,0.1657
Casual,28,1023,0.9305962854349951,0.9305962854349951,0.7289999687158263,0.665054116080509,0.6684471368789673,1.0,0.2547,0.0982,0.218,0.3578,0.0211,0.0502
Casual,25,1023,0.9296187683284457,0.9296187683284457,0.7447048020640867,0.6855243539994273,0.6892237663269043,1.0,0.4038,0.0485,0.0603,0.208,0.0811,0.1982
Casual,109,1023,0.9286412512218963,0.9286412512218963,0.7443138182477826,0.6853292032177662,0.6889577507972717,1.0,0.3734,0.0443,0.0692,0.3306,0.1154,0.067
Casual,15,1023,0.9286412512218963,0.9286412512218963,0.7424141726040043,0.6831807814212506,0.6866563558578491,1.0,0.3913,0.0261,0.0158,0.0584,0.1835,0.3249
Casual,45,1023,0.9286412512218963,0.9286412512218963,0.7404710752794051,0.6804351996434108,0.6839864253997803,1.0,0.3483,0.0176,0.0949,0.1848,0.1153,0.2391
Casual,74,1023,0.9217986314760508,0.9217986314760508,0.7222015872239742,0.6590372020723927,0.6629406213760376,1.0,0.1775,0.0296,0.2898,0.1356,0.1168,0.2507
Casual,62,1023,0.8914956011730205,0.8914956011730205,0.6525721487565942,0.5778825470174445,0.5830070376396179,2.0,0.1147,0.0321,0.0559,0.3409,0.0965,0.3599
Fan,53,1192,0.9588926174496645,0.9588926174496645,0.7209585937263548,0.6453069162381242,0.6474183201789856,2.0,0.4864,0.119,0.044,0.0073,0.285,0.0584
Fan,32,1192,0.9580536912751678,0.9580536912751678,0.7182162972858765,0.6421899362755067,0.6442702412605286,2.0,0.4866,0.0685,0.1696,0.0223,0.2087,0.0442
Fan,121,1192,0.9572147651006712,0.9572147651006712,0.7244781541357586,0.6506788280697676,0.6528319120407104,1.5,0.4681,0.1671,0.2552,0.0076,0.0683,0.0338
Fan,48,1192,0.9572147651006712,0.9572147651006712,0.7221797564449159,0.6475174806550645,0.6497480273246765,2.0,0.3749,0.1588,0.2234,0.058,0.1369,0.0481
Fan,26,1192,0.9563758389261745,0.9563758389261745,0.7207140591303385,0.6457921133676167,0.6480897068977356,2.0,0.449,0.1233,0.1671,0.042,0.1829,0.0357
Fan,29,1192,0.9555369127516778,0.9555369127516778,0.726392532815032,0.6534727972437704,0.6556921601295471,1.0,0.4671,0.2387,0.0662,0.0043,0.2222,0.0016
Fan,36,1192,0.9555369127516778,0.9555369127516778,0.7233533584267271,0.649506389397329,0.6518181562423706,2.0,0.4576,0.1413,0.1625,0.0449,0.1255,0.0682
Fan,60,1192,0.9546979865771812,0.9546979865771812,0.725322726318113,0.6521768499956418,0.6545426249504089,2.0,0.4332,0.2136,0.0651,0.0342,0.1551,0.0989
Fan,23,1192,0.9546979865771812,0.9546979865771812,0.7197921315278741,0.6454510953252564,0.6476849317550659,2.0,0.5198,0.042,0.1141,0.0429,0.1756,0.1056
Fan,37,1192,0.9546979865771812,0.9546979865771812,0.7171258697330444,0.6417241990857763,0.6439855098724365,2.0,0.4773,0.057,0.068,0.0325,0.2348,0.1306
Fan,81,1192,0.9538590604026845,0.9538590604026845,0.721251429808381,0.64742432716426,0.6497393846511841,2.0,0.606,0.0921,0.1289,0.0474,0.0843,0.0414
Fan,84,1192,0.9538590604026845,0.9538590604026845,0.7134414660669268,0.6374372923869568,0.6398047208786011,2.0,0.4629,0.0428,0.0664,0.0653,0.3296,0.033
Fan,91,1192,0.9538590604026845,0.9538590604026845,0.6904949854682287,0.6068685416000853,0.609298825263977,2.0,0.2136,0.1433,0.158,0.1153,0.3203,0.0495
Fan,52,1192,0.9530201342281879,0.9530201342281879,0.721205122779247,0.6473758437684611,0.6496573090553284,2.0,0.6058,0.1079,0.0271,0.05,0.1131,0.0962
Fan,112,1192,0.9530201342281879,0.9530201342281879,0.6774666589981299,0.5901699763696409,0.5926216840744019,2.0,0.2447,0.095,0.1547,0.0964,0.3917,0.0175
Fan,56,1192,0.9521812080536913,0.9521812080536913,0.7209937276488402,0.6472980948022894,0.6497975587844849,2.0,0.3933,0.1692,0.0542,0.1356,0.191,0.0567
Fan,3,1192,0.9521812080536913,0.9521812080536913,0.7207282119700356,0.6472006135177276,0.6496321558952332,2.0,0.65,0.1,0.1,0.05,0.07,0.03
Fan,65,1192,0.9521812080536913,0.9521812080536913,0.7088766369155405,0.631956065932576,0.6343286633491516,2.0,0.4679,0.0035,0.0225,0.0114,0.3785,0.1162
Fan,77,1192,0.9513422818791947,0.9513422818791947,0.7250828927317792,0.6530436798473712,0.6553637385368347,1.0,0.711,0.1583,0.0062,0.0267,0.0972,0.0005
Fan,115,1192,0.9513422818791947,0.9513422818791947,0.7228653808995876,0.6500278431486485,0.6525753736495972,2.0,0.5753,0.1523,0.1242,0.0494,0.0904,0.0084
Fan,73,1192,0.9513422818791947,0.9513422818791947,0.7218801593727128,0.648842723737858,0.6513689160346985,2.0,0.494,0.2002,0.1098,0.0397,0.0616,0.0946
Fan,70,1192,0.9513422818791947,0.9513422818791947,0.7201495310912991,0.6465177602971227,0.6490227580070496,2.0,0.622,0.1225,0.1107,0.0474,0.0799,0.0175
Fan,41,1192,0.9513422818791947,0.9513422818791947,0.7199539135775227,0.6466028937505447,0.6490472555160522,2.0,0.7577,0.0537,0.0852,0.0075,0.0917,0.0042
Fan,46,1192,0.9513422818791947,0.9513422818791947,0.718878124087692,0.6452354622446904,0.6475954055786133,2.0,0.5769,0.0418,0.0554,0.0831,0.1296,0.1131
Fan,126,1192,0.9513422818791947,0.9513422818791947,0.7182437485943597,0.6443898779259517,0.6467730402946472,2.0,0.6465,0.0384,0.1017,0.0657,0.0939,0.0538
Fan,79,1192,0.9513422818791947,0.9513422818791947,0.7175829899055701,0.6437233371587399,0.6461279392242432,2.0,0.4408,0.1065,0.2497,0.1233,0.0534,0.0263
Fan,22,1192,0.9513422818791947,0.9513422818791947,0.7132663661705785,0.6379612278102211,0.6403906345367432,2.0,0.427,0.0586,0.2451,0.0556,0.2081,0.0057
Fan,82,1192,0.9513422818791947,0.9513422818791947,0.7125568647535336,0.6366918828747687,0.639254093170166,2.0,0.4629,0.0654,0.0734,0.1045,0.2458,0.048
Fan,24,1192,0.950503355704698,0.950503355704698,0.7217981401685717,0.6488580979981987,0.6513742804527283,2.0,0.5805,0.1428,0.0479,0.0911,0.0816,0.0561
Fan,31,1192,0.950503355704698,0.950503355704698,0.721308739095308,0.6482286915172821,0.6508715748786926,2.0,0.4104,0.2455,0.0897,0.0975,0.1556,0.0012
Fan,2,1192,0.950503355704698,0.950503355704698,0.7204119516434635,0.6470559199376312,0.6496818661689758,2.0,0.45,0.15,0.12,0.12,0.11,0.05
Fan,107,1192,0.950503355704698,0.950503355704698,0.7190600894229733,0.6453196877693521,0.647851288318634,2.0,0.5851,0.1277,0.0672,0.0663,0.0745,0.0793
Fan,50,1192,0.950503355704698,0.950503355704698,0.7189148622603088,0.6451190355133308,0.6477360725402832,2.0,0.4833,0.1518,0.2258,0.0569,0.0794,0.0029
Fan,100,1192,0.950503355704698,0.950503355704698,0.7156826833745624,0.6413111217641418,0.6437572240829468,2.0,0.286,0.1686,0.3995,0.0929,0.0316,0.0214
Fan,66,1192,0.950503355704698,0.950503355704698,0.7150480261413291,0.6400923181963449,0.642737090587616,2.0,0.1504,0.2358,0.4016,0.0685,0.0893,0.0544
Fan,110,1192,0.950503355704698,0.950503355704698,0.7145074490052311,0.6397364101223162,0.6422021985054016,2.0,0.6019,0.0005,0.0646,0.0804,0.2485,0.0041
Fan,10,1192,0.9496644295302014,0.9496644295302014,0.7211944257550295,0.6487538375122267,0.6511871218681335,1.0,0.5606,0.2748,0.0854,0.008,0.0458,0.0254
Fan,18,1192,0.9496644295302014,0.9496644295302014,0.7211353729076001,0.6482826527499347,0.6510164141654968,2.0,0.4775,0.1984,0.1801,0.0211,0.048,0.075
Fan,117,1192,0.9496644295302014,0.9496644295302014,0.7203844331301242,0.647770792779182,0.6502025723457336,1.0,0.4843,0.0579,0.1479,0.0109,0.1329,0.166
Fan,47,1192,0.9496644295302014,0.9496644295302014,0.7198667168658689,0.6465850075539673,0.6490365862846375,2.0,0.6368,0.1045,0.0012,0.1205,0.1181,0.0188
Fan,124,1192,0.9496644295302014,0.9496644295302014,0.7198151205331357,0.6464768429743261,0.6491278409957886,2.0,0.4149,0.1724,0.1066,0.1409,0.1198,0.0455
Fan,106,1192,0.9488255033557047,0.9488255033557047,0.7213939008473919,0.6489025865074524,0.6513919830322266,2.0,0.6015,0.1587,0.0178,0.1275,0.0843,0.0102
Fan,4,1192,0.9488255033557047,0.9488255033557047,0.7186113341981523,0.6452805560397842,0.6480095982551575,2.0,0.4,0.15,0.1,0.15,0.15,0.05
Fan,13,1192,0.9488255033557047,0.9488255033557047,0.7179263018497658,0.6444144222667713,0.6470218896865845,2.0,0.549,0.0975,0.1428,0.1044,0.0948,0.0116
Fan,5,1192,0.9488255033557047,0.9488255033557047,0.7087722699768805,0.6325467643840126,0.6352566480636597,2.0,0.35,0.1,0.1,0.15,0.25,0.05
Fan,27,1192,0.947986577181208,0.947986577181208,0.7185076153759551,0.6457405127497409,0.6482832431793213,1.5,0.7641,0.0666,0.0197,0.0246,0.0414,0.0835
Fan,99,1192,0.947986577181208,0.947986577181208,0.7172548016150594,0.643733990189527,0.6465713977813721,2.0,0.2843,0.207,0.202,0.1513,0.1235,0.0319
Fan,67,1192,0.947986577181208,0.947986577181208,0.7172279071265995,0.6439207511355163,0.6466108560562134,2.0,0.5074,0.0898,0.2063,0.089,0.0647,0.0428
Fan,21,1192,0.947986577181208,0.947986577181208,0.7171963870931558,0.6437635584028202,0.6463817954063416,2.0,0.608,0.0303,0.0851,0.0919,0.1746,0.0101
Fan,63,1192,0.947986577181208,0.947986577181208,0.7170987338453684,0.6438706939965329,0.6465153694152832,2.0,0.5745,0.0388,0.1612,0.0831,0.1159,0.0265
Fan,71,1192,0.947986577181208,0.947986577181208,0.7161399420954025,0.6426819731349932,0.6451886892318726,2.0,0.6443,0.066,0.1292,0.1296,0.0225,0.0084
Fan,123,1192,0.947986577181208,0.947986577181208,0.7151886041254633,0.6416161858275953,0.6441485285758972,2.0,0.6176,0.0167,0.1883,0.0761,0.0722,0.0292
Fan,101,1192,0.9471476510067114,0.9471476510067114,0.7192678980571461,0.6468917664177731,0.6496941447257996,2.0,0.3746,0.2796,0.1837,0.0192,0.0201,0.1227
Fan,11,1192,0.9471476510067114,0.9471476510067114,0.7178674459701039,0.6449667153316482,0.6475776433944702,2.0,0.5758,0.0921,0.032,0.1563,0.0878,0.0561
Fan,55,1192,0.9471476510067114,0.9471476510067114,0.7176047767436169,0.6446371069273753,0.6472448110580444,2.0,0.7091,0.0914,0.0413,0.089,0.028,0.0411
Fan,34,1192,0.9471476510067114,0.9471476510067114,0.7167313470992602,0.6436441052422597,0.6463308930397034,2.0,0.5936,0.0397,0.1304,0.0593,0.0809,0.096
Fan,59,1192,0.9471476510067114,0.9471476510067114,0.7164070045773905,0.6431300662424824,0.6457262635231018,2.0,0.5653,0.089,0.0607,0.1463,0.0491,0.0897
Fan,75,1192,0.9471476510067114,0.9471476510067114,0.7150932530166868,0.6413014371906989,0.6440051794052124,2.0,0.4093,0.104,0.0208,0.1392,0.1959,0.1308
Fan,42,1192,0.9471476510067114,0.9471476510067114,0.7121489206295508,0.6377705930348547,0.6403053998947144,2.0,0.4035,0.0418,0.1132,0.0038,0.2367,0.201
Fan,103,1192,0.9463087248322147,0.9463087248322147,0.7178573565049959,0.645315995525727,0.64809650182724,2.0,0.7037,0.1055,0.1243,0.041,0.0065,0.019
Fan,30,1192,0.9463087248322147,0.9463087248322147,0.7174436481670317,0.6446430387286092,0.64732426404953,2.0,0.7105,0.0684,0.0167,0.0185,0.0763,0.1096
