candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity,hit_at_12_Beginner,hit_at_12_Casual,hit_at_12_Fan,hit_at_12_Veteran,balanced_profile_hit_at_12
85,3000,0.9453333333333334,0.9453333333333334,0.7361028802704037,0.669372077922078,0.6720062494277954,1.0,0.4001,0.1148,0.1735,0.1726,0.1049,0.0341,0.9530685920577617,0.9560117302052786,0.9454697986577181,0.8787878787878788,0.9333344999271593
64,3000,0.945,0.945,0.7363998449551878,0.6699357263107263,0.6725015640258789,1.0,0.54,0.0962,0.1375,0.1506,0.0674,0.0083,0.9530685920577617,0.9550342130987293,0.9454697986577181,0.8787878787878788,0.933090120650522
23,3000,0.9476666666666667,0.9476666666666667,0.738911877799068,0.6724074194324193,0.6748388409614563,1.0,0.5198,0.042,0.1141,0.0429,0.1756,0.1056,0.9458483754512635,0.956989247311828,0.9546979865771812,0.8744588744588745,0.9329986209497868
75,3000,0.9466666666666667,0.9466666666666667,0.739041677816098,0.6726891895141895,0.6750918030738831,1.0,0.4093,0.104,0.0208,0.1392,0.1959,0.1308,0.9476534296028881,0.9618768328445748,0.9471476510067114,0.8744588744588745,0.9327841969782622
79,3000,0.9463333333333334,0.9463333333333334,0.7363125940796506,0.669650036075036,0.6721726059913635,1.0,0.4408,0.1065,0.2497,0.1233,0.0534,0.0263,0.9512635379061372,0.9540566959921799,0.9513422818791947,0.8744588744588745,0.9327803475590966
11,3000,0.9456666666666667,0.9456666666666667,0.7381807343427584,0.6720233645983645,0.6744127869606018,1.0,0.5758,0.0921,0.032,0.1563,0.0878,0.0561,0.9512635379061372,0.956989247311828,0.9471476510067114,0.8744588744588745,0.9324648276708877
52,3000,0.9476666666666667,0.9476666666666667,0.741082479053296,0.6750309042809042,0.6772955060005188,1.0,0.6058,0.1079,0.0271,0.05,0.1131,0.0962,0.9476534296028881,0.9589442815249267,0.9530201342281879,0.8701298701298701,0.9324369288714682
67,3000,0.9456666666666667,0.9456666666666667,0.7373685643602966,0.6710595598845599,0.6736389398574829,1.0,0.5074,0.0898,0.2063,0.089,0.0647,0.0428,0.9494584837545126,0.956989247311828,0.947986577181208,0.8744588744588745,0.9322232956766058
24,3000,0.9453333333333334,0.9453333333333334,0.7391001680783801,0.6730501082251081,0.675513505935669,1.0,0.5805,0.1428,0.0479,0.0911,0.0816,0.0561,0.9476534296028881,0.9540566959921799,0.950503355704698,0.8744588744588745,0.9316680889396601
47,3000,0.945,0.945,0.7400421771764965,0.6744604256854256,0.6768485903739929,1.0,0.6368,0.1045,0.0012,0.1205,0.1181,0.0188,0.9494584837545126,0.9530791788856305,0.9496644295302014,0.8744588744588745,0.9316652416573047
