candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity,hit_at_12_Beginner,hit_at_12_Casual,hit_at_12_Fan,hit_at_12_Veteran,balanced_profile_hit_at_12
39,3000,0.937,0.937,0.7323672828776674,0.6672734968734968,0.6701428294181824,1.0,0.5791,0.0493,0.0534,0.2147,0.0418,0.0617,0.944043321299639,0.9442815249266863,0.9412751677852349,0.8658008658008658,0.9238502199531065
42,3000,0.9396666666666667,0.9396666666666667,0.7330245996451775,0.6671133357383356,0.6699424386024475,1.0,0.4035,0.0418,0.1132,0.0038,0.2367,0.201,0.9350180505415162,0.9511241446725318,0.9471476510067114,0.8614718614718615,0.9236904269231552
14,3000,0.9353333333333333,0.9353333333333333,0.7268474853113512,0.660560582010582,0.6637157201766968,1.0,0.3824,0.0748,0.1618,0.2561,0.1189,0.0061,0.944043321299639,0.9433040078201369,0.9370805369127517,0.8701298701298701,0.9236394340405993
125,3000,0.9376666666666666,0.9376666666666666,0.7324339734346461,0.6669924603174603,0.6699205636978149,1.0,0.3326,0.1035,0.1056,0.0921,0.1309,0.2353,0.944043321299639,0.9472140762463344,0.9412751677852349,0.8614718614718615,0.9235011067007675
78,3000,0.937,0.937,0.7309866147012102,0.6654711159211159,0.6683474779129028,1.0,0.5826,0.0715,0.0971,0.1982,0.0035,0.047,0.9404332129963899,0.946236559139785,0.9412751677852349,0.8658008658008658,0.9234364514305688
68,3000,0.939,0.939,0.7379230530356141,0.6737712842712843,0.6766197681427002,1.0,0.3691,0.2056,0.079,0.0243,0.102,0.22,0.9314079422382672,0.9560117302052786,0.9437919463087249,0.8571428571428571,0.9220886189737819
33,3000,0.9303333333333333,0.9303333333333333,0.7159670639722914,0.6477800384800385,0.6511893272399902,1.0,0.2879,0.1666,0.1061,0.3431,0.0666,0.0297,0.9476534296028881,0.9413489736070382,0.9253355704697986,0.8658008658008658,0.9200347098701477
54,3000,0.9283333333333333,0.9283333333333333,0.7192779759460785,0.6528924963924964,0.656240701675415,1.0,0.3735,0.131,0.036,0.3591,0.0637,0.0368,0.9422382671480144,0.9384164222873901,0.924496644295302,0.8701298701298701,0.9188203009651441
35,3000,0.9283333333333333,0.9283333333333333,0.7209162578932451,0.655252405002405,0.6586571335792542,1.0,0.3922,0.0902,0.1785,0.3124,0.0079,0.0188,0.9422382671480144,0.9393939393939394,0.924496644295302,0.8658008658008658,0.9179824291595304
96,3000,0.9306666666666666,0.9306666666666666,0.7289497566803184,0.6647999639249639,0.667893648147583,1.0,0.4925,0.1168,0.0325,0.1158,0.0127,0.2297,0.9368231046931408,0.9384164222873901,0.9345637583892618,0.8614718614718615,0.9178187867104135
119,3000,0.9306666666666666,0.9306666666666666,0.7314856388640533,0.6679143458393458,0.6706939935684204,1.0,0.5329,0.3405,0.014,0.0035,0.053,0.0562,0.9259927797833934,0.9433040078201369,0.9345637583892618,0.8658008658008658,0.9174153529484145
87,3000,0.933,0.933,0.7251554051881449,0.6590373256373256,0.6622486114501953,1.0,0.3689,0.0436,0.1667,0.2122,0.0955,0.1131,0.9404332129963899,0.9423264907135875,0.9379194630872483,0.8484848484848485,0.9172910038205186
80,3000,0.9306666666666666,0.9306666666666666,0.726931410801056,0.6619984728234728,0.6652382016181946,1.0,0.4107,0.0589,0.0356,0.2111,0.0933,0.1904,0.9386281588447654,0.9335288367546432,0.9387583892617449,0.8571428571428571,0.9170145605010027
97,3000,0.9313333333333333,0.9313333333333333,0.7237268933236388,0.6577727152477153,0.6611126661300659,1.0,0.3439,0.1592,0.1855,0.0378,0.0183,0.2553,0.9350180505415162,0.9452590420332356,0.9328859060402684,0.8528138528138528,0.9164942128572182
122,3000,0.9303333333333333,0.9303333333333333,0.7262866858982365,0.6614790524290525,0.6646550297737122,1.0,0.4526,0.0191,0.1936,0.1462,0.0271,0.1614,0.9422382671480144,0.9403714565004888,0.9320469798657718,0.8484848484848485,0.9157853879997809
25,3000,0.9283333333333333,0.9283333333333333,0.7252507667003356,0.6605583814333813,0.6639249920845032,1.0,0.4038,0.0485,0.0603,0.208,0.0811,0.1982,0.9404332129963899,0.9296187683284457,0.9354026845637584,0.8571428571428571,0.9156493807578628
69,3000,0.931,0.931,0.7156823905871208,0.6472739417989417,0.6505956053733826,1.0,0.2823,0.0069,0.2696,0.1033,0.2096,0.1284,0.9422382671480144,0.9364613880742912,0.9379194630872483,0.8441558441558441,0.9151937406163495
76,3000,0.9256666666666666,0.9256666666666666,0.7170988215038797,0.6511828042328043,0.6546893119812012,1.0,0.3006,0.0459,0.4086,0.1656,0.0373,0.0422,0.9404332129963899,0.9305962854349951,0.9286912751677853,0.8528138528138528,0.9131336566032557
89,3000,0.9263333333333333,0.9263333333333333,0.7116959456536249,0.6433139610389611,0.6468579769134521,1.5,0.2933,0.0477,0.0149,0.2785,0.206,0.1596,0.9422382671480144,0.9364613880742912,0.9253355704697986,0.8484848484848485,0.9131300185442383
111,3000,0.926,0.926,0.7126177628605374,0.6446712481962481,0.6481688022613525,1.0,0.2913,0.0291,0.0259,0.1505,0.2543,0.2489,0.9422382671480144,0.9345063538611925,0.9261744966442953,0.8484848484848485,0.9128509915345877
72,3000,0.9273333333333333,0.9273333333333333,0.7276037946640718,0.6640364478114478,0.6672636866569519,1.0,0.527,0.0452,0.0272,0.1409,0.0301,0.2298,0.9332129963898917,0.9335288367546432,0.9345637583892618,0.8484848484848485,0.9124476100046613
51,3000,0.9263333333333333,0.9263333333333333,0.7152436390599957,0.6483001803751803,0.6519213318824768,1.0,0.2325,0.0473,0.3064,0.1622,0.1104,0.1412,0.9368231046931408,0.9345063538611925,0.9303691275167785,0.8441558441558441,0.9114636075567389
38,3000,0.9243333333333333,0.9243333333333333,0.7181355258754314,0.6526781986531986,0.6563875675201416,1.0,0.3693,0.0528,0.2103,0.2902,0.0696,0.0078,0.9386281588447654,0.9354838709677419,0.9228187919463087,0.8484848484848485,0.9113539175609162
109,3000,0.923,0.923,0.718083982600289,0.6529309644059644,0.6566469073295593,1.0,0.3734,0.0443,0.0692,0.3306,0.1154,0.067,0.9404332129963899,0.9286412512218963,0.924496644295302,0.8484848484848485,0.9105139892496092
45,3000,0.9236666666666666,0.9236666666666666,0.7185119898250326,0.6532680014430015,0.6567947864532471,1.0,0.3483,0.0176,0.0949,0.1848,0.1153,0.2391,0.9350180505415162,0.9286412512218963,0.9295302013422819,0.8441558441558441,0.9093363368153847
113,3000,0.9206666666666666,0.9206666666666666,0.7057472315973622,0.6378859668109669,0.6416975259780884,1.0,0.213,0.0682,0.3142,0.2159,0.023,0.1657,0.9386281588447654,0.9305962854349951,0.9203020134228188,0.8354978354978355,0.9062560733001037
15,3000,0.9206666666666666,0.9206666666666666,0.7187132638518443,0.6546193482443482,0.6582238078117371,1.0,0.3913,0.0261,0.0158,0.0584,0.1835,0.3249,0.9223826714801444,0.9286412512218963,0.9278523489932886,0.8441558441558441,0.9057580289627933
28,3000,0.9176666666666666,0.9176666666666666,0.7016102675917659,0.6332562169312169,0.6373231410980225,2.0,0.2547,0.0982,0.218,0.3578,0.0211,0.0502,0.9350180505415162,0.9305962854349951,0.9135906040268457,0.8398268398268398,0.9047579449575491
114,3000,0.924,0.924,0.6980539804139358,0.6265794612794613,0.6299995183944702,2.0,0.2532,0.4642,0.1327,0.02,0.0453,0.0846,0.9332129963898917,0.9423264907135875,0.927013422818792,0.8051948051948052,0.9019369287792691
74,3000,0.9123333333333333,0.9123333333333333,0.694298081170929,0.6253616522366522,0.6296011805534363,2.0,0.1775,0.0296,0.2898,0.1356,0.1168,0.2507,0.9386281588447654,0.9217986314760508,0.9085570469798657,0.8268398268398268,0.8989559160351273
62,3000,0.874,0.874,0.6215207383336618,0.5427186147186147,0.5486185550689697,2.0,0.1147,0.0321,0.0559,0.3409,0.0965,0.3599,0.9133574007220217,0.8914956011730205,0.8573825503355704,0.7878787878787878,0.8625285850273501
